# 1. Arc ID| 2. Arc first node| 3. Arc second node| 4. Arc capacity| 5. Custom Arc Length
A06382|NC099|NC207|1E6|
A06383|NC099|NC213|1E6|
A06384|NC099|NC215|1E6|
A06385|NC099|NC216|1E6|
A06386|NC099|NC217|1E6|
A06387|NC099|NC219|1E6|
A06388|NC099|NC220|1E6|
A06389|NC099|NC222|1E6|
A06390|NC099|NC223|1E6|
A06391|NC099|NC224|1E6|
A06392|NC099|NC227|1E6|
A06393|NC099|NC228|1E6|
A06394|NC099|NC229|1E6|
A06395|NC099|NC230|1E6|
A06396|NC099|NC231|1E6|
A06397|NC099|NC233|1E6|
A06398|NC099|NC234|1E6|
A06399|NC099|NC236|1E6|
A06400|NC099|NC237|1E6|
A06401|NC099|NC238|1E6|
A06402|NC099|NC240|1E6|
A06403|NC099|NC241|1E6|
A06404|NC099|NC242|1E6|
A06405|NC099|NC243|1E6|
A06406|NC099|NC245|1E6|
A06407|NC100|NC002|1E6|
A06408|NC100|NC003|1E6|
A06409|NC100|NC004|1E6|
A06410|NC100|NC005|1E6|
A06411|NC100|NC006|1E6|
A06412|NC100|NC007|1E6|
A06413|NC100|NC008|1E6|
A06414|NC100|NC013|1E6|
A06415|NC100|NC015|1E6|
A06416|NC100|NC025|1E6|
A06417|NC100|NC026|1E6|
A06418|NC100|NC029|1E6|
A06419|NC100|NC031|1E6|
A06420|NC100|NC032|1E6|
A06421|NC100|NC034|1E6|
A06422|NC100|NC040|1E6|
A06423|NC100|NC041|1E6|
A06424|NC100|NC042|1E6|
A06425|NC100|NC043|1E6|
A06426|NC100|NC044|1E6|
A06427|NC100|NC045|1E6|
A06428|NC100|NC048|1E6|
A06429|NC100|NC049|1E6|
A06430|NC100|NC050|1E6|
A06431|NC100|NC051|1E6|
A06432|NC100|NC052|1E6|
A06433|NC100|NC054|1E6|
A06434|NC100|NC061|1E6|
A06435|NC100|NC063|1E6|
A06436|NC100|NC064|1E6|
A06437|NC100|NC065|1E6|
A06438|NC100|NC066|1E6|
A06439|NC100|NC068|1E6|
A06440|NC100|NC069|1E6|
A06441|NC100|NC070|1E6|
A06442|NC100|NC071|1E6|
A06443|NC100|NC074|1E6|
A06444|NC100|NC076|1E6|
A06445|NC100|NC080|1E6|
A06446|NC100|NC086|1E6|
A06447|NC100|NC089|1E6|
A06448|NC100|NC090|1E6|
A06449|NC100|NC092|1E6|
A06450|NC100|NC093|1E6|
A06451|NC100|NC095|1E6|
A06452|NC100|NC097|1E6|
A06453|NC100|NC101|1E6|
A06454|NC100|NC105|1E6|
A06455|NC100|NC106|1E6|
A06456|NC100|NC107|1E6|
A06457|NC100|NC109|1E6|
A06458|NC100|NC110|1E6|
A06459|NC100|NC111|1E6|
A06460|NC100|NC115|1E6|
A06461|NC100|NC116|1E6|
A06462|NC100|NC120|1E6|
A06463|NC100|NC121|1E6|
A06464|NC100|NC128|1E6|
A06465|NC100|NC130|1E6|
A06466|NC100|NC132|1E6|
A06467|NC100|NC133|1E6|
A06468|NC100|NC136|1E6|
A06469|NC100|NC143|1E6|
A06470|NC100|NC146|1E6|
A06471|NC100|NC150|1E6|
A06472|NC100|NC152|1E6|
A06473|NC100|NC154|1E6|
A06474|NC100|NC157|1E6|
A06475|NC100|NC158|1E6|
A06476|NC100|NC160|1E6|
A06477|NC100|NC161|1E6|
A06478|NC100|NC162|1E6|
A06479|NC100|NC166|1E6|
A06480|NC100|NC167|1E6|
A06481|NC100|NC168|1E6|
A06482|NC100|NC173|1E6|
A06483|NC100|NC174|1E6|
A06484|NC100|NC175|1E6|
A06485|NC100|NC179|1E6|
A06486|NC100|NC189|1E6|
A06487|NC100|NC190|1E6|
A06488|NC100|NC192|1E6|
A06489|NC100|NC193|1E6|
A06490|NC100|NC194|1E6|
A06491|NC100|NC195|1E6|
A06492|NC100|NC196|1E6|
A06493|NC100|NC197|1E6|
A06494|NC100|NC198|1E6|
A06495|NC100|NC199|1E6|
A06496|NC100|NC200|1E6|
A06497|NC100|NC201|1E6|
A06498|NC100|NC202|1E6|
A06499|NC100|NC203|1E6|
A06500|NC100|NC205|1E6|
A06501|NC100|NC206|1E6|
A06502|NC100|NC207|1E6|
A06503|NC100|NC213|1E6|
A06504|NC100|NC215|1E6|
A06505|NC100|NC216|1E6|
A06506|NC100|NC217|1E6|
A06507|NC100|NC219|1E6|
A06508|NC100|NC220|1E6|
A06509|NC100|NC222|1E6|
A06510|NC100|NC223|1E6|
A06511|NC100|NC224|1E6|
A06512|NC100|NC227|1E6|
A06513|NC100|NC228|1E6|
A06514|NC100|NC229|1E6|
A06515|NC100|NC230|1E6|
A06516|NC100|NC231|1E6|
A06517|NC100|NC233|1E6|
A06518|NC100|NC234|1E6|
A06519|NC100|NC236|1E6|
A06520|NC100|NC237|1E6|
A06521|NC100|NC238|1E6|
A06522|NC100|NC240|1E6|
A06523|NC100|NC241|1E6|
A06524|NC100|NC242|1E6|
A06525|NC100|NC243|1E6|
A06526|NC100|NC245|1E6|
A06527|NC101|NMAD|1E6|
A06528|NC102|NC002|1E6|
A06529|NC102|NC003|1E6|
A06530|NC102|NC004|1E6|
A06531|NC102|NC005|1E6|
A06532|NC102|NC006|1E6|
A06533|NC102|NC007|1E6|
A06534|NC102|NC008|1E6|
A06535|NC102|NC013|1E6|
A06536|NC102|NC015|1E6|
A06537|NC102|NC025|1E6|
A06538|NC102|NC026|1E6|
A06539|NC102|NC029|1E6|
A06540|NC102|NC031|1E6|
A06541|NC102|NC032|1E6|
A06542|NC102|NC034|1E6|
A06543|NC102|NC040|1E6|
A06544|NC102|NC041|1E6|
A06545|NC102|NC042|1E6|
A06546|NC102|NC043|1E6|
A06547|NC102|NC044|1E6|
A06548|NC102|NC045|1E6|
A06549|NC102|NC048|1E6|
A06550|NC102|NC049|1E6|
A06551|NC102|NC050|1E6|
A06552|NC102|NC051|1E6|
A06553|NC102|NC052|1E6|
A06554|NC102|NC054|1E6|
A06555|NC102|NC061|1E6|
A06556|NC102|NC063|1E6|
A06557|NC102|NC064|1E6|
A06558|NC102|NC065|1E6|
A06559|NC102|NC066|1E6|
A06560|NC102|NC068|1E6|
A06561|NC102|NC069|1E6|
A06562|NC102|NC070|1E6|
A06563|NC102|NC071|1E6|
A06564|NC102|NC074|1E6|
A06565|NC102|NC076|1E6|
A06566|NC102|NC080|1E6|
A06567|NC102|NC086|1E6|
A06568|NC102|NC089|1E6|
A06569|NC102|NC090|1E6|
A06570|NC102|NC092|1E6|
A06571|NC102|NC093|1E6|
A06572|NC102|NC095|1E6|
A06573|NC102|NC097|1E6|
A06574|NC102|NC101|1E6|
A06575|NC102|NC105|1E6|
A06576|NC102|NC106|1E6|
A06577|NC102|NC107|1E6|
A06578|NC102|NC109|1E6|
A06579|NC102|NC110|1E6|
A06580|NC102|NC111|1E6|
A06581|NC102|NC115|1E6|
A06582|NC102|NC116|1E6|
A06583|NC102|NC120|1E6|
A06584|NC102|NC121|1E6|
A06585|NC102|NC128|1E6|
A06586|NC102|NC130|1E6|
A06587|NC102|NC132|1E6|
A06588|NC102|NC133|1E6|
A06589|NC102|NC136|1E6|
A06590|NC102|NC143|1E6|
A06591|NC102|NC146|1E6|
A06592|NC102|NC150|1E6|
A06593|NC102|NC152|1E6|
A06594|NC102|NC154|1E6|
A06595|NC102|NC157|1E6|
A06596|NC102|NC158|1E6|
A06597|NC102|NC160|1E6|
A06598|NC102|NC161|1E6|
A06599|NC102|NC162|1E6|
A06600|NC102|NC166|1E6|
A06601|NC102|NC167|1E6|
A06602|NC102|NC168|1E6|
A06603|NC102|NC173|1E6|
A06604|NC102|NC174|1E6|
A06605|NC102|NC175|1E6|
A06606|NC102|NC179|1E6|
A06607|NC102|NC189|1E6|
A06608|NC102|NC190|1E6|
A06609|NC102|NC192|1E6|
A06610|NC102|NC193|1E6|
A06611|NC102|NC194|1E6|
A06612|NC102|NC195|1E6|
A06613|NC102|NC196|1E6|
A06614|NC102|NC197|1E6|
A06615|NC102|NC198|1E6|
A06616|NC102|NC199|1E6|
A06617|NC102|NC200|1E6|
A06618|NC102|NC201|1E6|
A06619|NC102|NC202|1E6|
A06620|NC102|NC203|1E6|
A06621|NC102|NC205|1E6|
A06622|NC102|NC206|1E6|
A06623|NC102|NC207|1E6|
A06624|NC102|NC213|1E6|
A06625|NC102|NC215|1E6|
A06626|NC102|NC216|1E6|
A06627|NC102|NC217|1E6|
A06628|NC102|NC219|1E6|
A06629|NC102|NC220|1E6|
A06630|NC102|NC222|1E6|
A06631|NC102|NC223|1E6|
A06632|NC102|NC224|1E6|
A06633|NC102|NC227|1E6|
A06634|NC102|NC228|1E6|
A06635|NC102|NC229|1E6|
A06636|NC102|NC230|1E6|
A06637|NC102|NC231|1E6|
A06638|NC102|NC233|1E6|
A06639|NC102|NC234|1E6|
A06640|NC102|NC236|1E6|
A06641|NC102|NC237|1E6|
A06642|NC102|NC238|1E6|
A06643|NC102|NC240|1E6|
A06644|NC102|NC241|1E6|
A06645|NC102|NC242|1E6|
A06646|NC102|NC243|1E6|
A06647|NC102|NC245|1E6|
A06648|NC103|NC002|1E6|
A06649|NC103|NC003|1E6|
A06650|NC103|NC004|1E6|
A06651|NC103|NC005|1E6|
A06652|NC103|NC006|1E6|
A06653|NC103|NC007|1E6|
A06654|NC103|NC008|1E6|
A06655|NC103|NC013|1E6|
A06656|NC103|NC015|1E6|
A06657|NC103|NC025|1E6|
A06658|NC103|NC026|1E6|
A06659|NC103|NC029|1E6|
A06660|NC103|NC031|1E6|
A06661|NC103|NC032|1E6|
A06662|NC103|NC034|1E6|
A06663|NC103|NC040|1E6|
A06664|NC103|NC041|1E6|
A06665|NC103|NC042|1E6|
A06666|NC103|NC043|1E6|
A06667|NC103|NC044|1E6|
A06668|NC103|NC045|1E6|
A06669|NC103|NC048|1E6|
A06670|NC103|NC049|1E6|
A06671|NC103|NC050|1E6|
A06672|NC103|NC051|1E6|
A06673|NC103|NC052|1E6|
A06674|NC103|NC054|1E6|
A06675|NC103|NC061|1E6|
A06676|NC103|NC063|1E6|
A06677|NC103|NC064|1E6|
A06678|NC103|NC065|1E6|
A06679|NC103|NC066|1E6|
A06680|NC103|NC068|1E6|
A06681|NC103|NC069|1E6|
A06682|NC103|NC070|1E6|
A06683|NC103|NC071|1E6|
A06684|NC103|NC074|1E6|
A06685|NC103|NC076|1E6|
A06686|NC103|NC080|1E6|
A06687|NC103|NC086|1E6|
A06688|NC103|NC089|1E6|
A06689|NC103|NC090|1E6|
A06690|NC103|NC092|1E6|
A06691|NC103|NC093|1E6|
A06692|NC103|NC095|1E6|
A06693|NC103|NC097|1E6|
A06694|NC103|NC101|1E6|
A06695|NC103|NC105|1E6|
A06696|NC103|NC106|1E6|
A06697|NC103|NC107|1E6|
A06698|NC103|NC109|1E6|
A06699|NC103|NC110|1E6|
A06700|NC103|NC111|1E6|
A06701|NC103|NC115|1E6|
A06702|NC103|NC116|1E6|
A06703|NC103|NC120|1E6|
A06704|NC103|NC121|1E6|
A06705|NC103|NC128|1E6|
A06706|NC103|NC130|1E6|
A06707|NC103|NC132|1E6|
A06708|NC103|NC133|1E6|
A06709|NC103|NC136|1E6|
A06710|NC103|NC143|1E6|
A06711|NC103|NC146|1E6|
A06712|NC103|NC150|1E6|
A06713|NC103|NC152|1E6|
A06714|NC103|NC154|1E6|
A06715|NC103|NC157|1E6|
A06716|NC103|NC158|1E6|
A06717|NC103|NC160|1E6|
A06718|NC103|NC161|1E6|
A06719|NC103|NC162|1E6|
A06720|NC103|NC166|1E6|
A06721|NC103|NC167|1E6|
A06722|NC103|NC168|1E6|
A06723|NC103|NC173|1E6|
A06724|NC103|NC174|1E6|
A06725|NC103|NC175|1E6|
A06726|NC103|NC179|1E6|
A06727|NC103|NC189|1E6|
A06728|NC103|NC190|1E6|
A06729|NC103|NC192|1E6|
A06730|NC103|NC193|1E6|
A06731|NC103|NC194|1E6|
A06732|NC103|NC195|1E6|
A06733|NC103|NC196|1E6|
A06734|NC103|NC197|1E6|
A06735|NC103|NC198|1E6|
A06736|NC103|NC199|1E6|
A06737|NC103|NC200|1E6|
A06738|NC103|NC201|1E6|
A06739|NC103|NC202|1E6|
A06740|NC103|NC203|1E6|
A06741|NC103|NC205|1E6|
A06742|NC103|NC206|1E6|
A06743|NC103|NC207|1E6|
A06744|NC103|NC213|1E6|
A06745|NC103|NC215|1E6|
A06746|NC103|NC216|1E6|
A06747|NC103|NC217|1E6|
A06748|NC103|NC219|1E6|
A06749|NC103|NC220|1E6|
A06750|NC103|NC222|1E6|
A06751|NC103|NC223|1E6|
A06752|NC103|NC224|1E6|
A06753|NC103|NC227|1E6|
A06754|NC103|NC228|1E6|
A06755|NC103|NC229|1E6|
A06756|NC103|NC230|1E6|
A06757|NC103|NC231|1E6|
A06758|NC103|NC233|1E6|
A06759|NC103|NC234|1E6|
A06760|NC103|NC236|1E6|
A06761|NC103|NC237|1E6|
A06762|NC103|NC238|1E6|
A06763|NC103|NC240|1E6|
A06764|NC103|NC241|1E6|
A06765|NC103|NC242|1E6|
A06766|NC103|NC243|1E6|
A06767|NC103|NC245|1E6|
A06768|NC104|NC002|1E6|
A06769|NC104|NC003|1E6|
A06770|NC104|NC004|1E6|
A06771|NC104|NC005|1E6|
A06772|NC104|NC006|1E6|
A06773|NC104|NC007|1E6|
A06774|NC104|NC008|1E6|
A06775|NC104|NC013|1E6|
A06776|NC104|NC015|1E6|
A06777|NC104|NC025|1E6|
A06778|NC104|NC026|1E6|
A06779|NC104|NC029|1E6|
A06780|NC104|NC031|1E6|
A06781|NC104|NC032|1E6|
A06782|NC104|NC034|1E6|
A06783|NC104|NC040|1E6|
A06784|NC104|NC041|1E6|
A06785|NC104|NC042|1E6|
A06786|NC104|NC043|1E6|
A06787|NC104|NC044|1E6|
A06788|NC104|NC045|1E6|
A06789|NC104|NC048|1E6|
A06790|NC104|NC049|1E6|
A06791|NC104|NC050|1E6|
A06792|NC104|NC051|1E6|
A06793|NC104|NC052|1E6|
A06794|NC104|NC054|1E6|
A06795|NC104|NC061|1E6|
A06796|NC104|NC063|1E6|
A06797|NC104|NC064|1E6|
A06798|NC104|NC065|1E6|
A06799|NC104|NC066|1E6|
A06800|NC104|NC068|1E6|
A06801|NC104|NC069|1E6|
A06802|NC104|NC070|1E6|
A06803|NC104|NC071|1E6|
A06804|NC104|NC074|1E6|
A06805|NC104|NC076|1E6|
A06806|NC104|NC080|1E6|
A06807|NC104|NC086|1E6|
A06808|NC104|NC089|1E6|
A06809|NC104|NC090|1E6|
A06810|NC104|NC092|1E6|
A06811|NC104|NC093|1E6|
A06812|NC104|NC095|1E6|
A06813|NC104|NC097|1E6|
A06814|NC104|NC101|1E6|
A06815|NC104|NC105|1E6|
A06816|NC104|NC106|1E6|
A06817|NC104|NC107|1E6|
A06818|NC104|NC109|1E6|
A06819|NC104|NC110|1E6|
A06820|NC104|NC111|1E6|
A06821|NC104|NC115|1E6|
A06822|NC104|NC116|1E6|
A06823|NC104|NC120|1E6|
A06824|NC104|NC121|1E6|
A06825|NC104|NC128|1E6|
A06826|NC104|NC130|1E6|
A06827|NC104|NC132|1E6|
A06828|NC104|NC133|1E6|
A06829|NC104|NC136|1E6|
A06830|NC104|NC143|1E6|
A06831|NC104|NC146|1E6|
A06832|NC104|NC150|1E6|
A06833|NC104|NC152|1E6|
A06834|NC104|NC154|1E6|
A06835|NC104|NC157|1E6|
A06836|NC104|NC158|1E6|
A06837|NC104|NC160|1E6|
A06838|NC104|NC161|1E6|
A06839|NC104|NC162|1E6|
A06840|NC104|NC166|1E6|
A06841|NC104|NC167|1E6|
A06842|NC104|NC168|1E6|
A06843|NC104|NC173|1E6|
A06844|NC104|NC174|1E6|
A06845|NC104|NC175|1E6|
A06846|NC104|NC179|1E6|
A06847|NC104|NC189|1E6|
A06848|NC104|NC190|1E6|
A06849|NC104|NC192|1E6|
A06850|NC104|NC193|1E6|
A06851|NC104|NC194|1E6|
A06852|NC104|NC195|1E6|
A06853|NC104|NC196|1E6|
A06854|NC104|NC197|1E6|
A06855|NC104|NC198|1E6|
A06856|NC104|NC199|1E6|
A06857|NC104|NC200|1E6|
A06858|NC104|NC201|1E6|
A06859|NC104|NC202|1E6|
A06860|NC104|NC203|1E6|
A06861|NC104|NC205|1E6|
A06862|NC104|NC206|1E6|
A06863|NC104|NC207|1E6|
A06864|NC104|NC213|1E6|
A06865|NC104|NC215|1E6|
A06866|NC104|NC216|1E6|
A06867|NC104|NC217|1E6|
A06868|NC104|NC219|1E6|
A06869|NC104|NC220|1E6|
A06870|NC104|NC222|1E6|
A06871|NC104|NC223|1E6|
A06872|NC104|NC224|1E6|
A06873|NC104|NC227|1E6|
A06874|NC104|NC228|1E6|
A06875|NC104|NC229|1E6|
A06876|NC104|NC230|1E6|
A06877|NC104|NC231|1E6|
A06878|NC104|NC233|1E6|
A06879|NC104|NC234|1E6|
A06880|NC104|NC236|1E6|
A06881|NC104|NC237|1E6|
A06882|NC104|NC238|1E6|
A06883|NC104|NC240|1E6|
A06884|NC104|NC241|1E6|
A06885|NC104|NC242|1E6|
A06886|NC104|NC243|1E6|
A06887|NC104|NC245|1E6|
A06888|NC105|NMAD|1E6|
A06889|NC106|NMAD|1E6|
A06890|NC107|NMAD|1E6|
A06891|NC108|NC002|1E6|
A06892|NC108|NC003|1E6|
A06893|NC108|NC004|1E6|
A06894|NC108|NC005|1E6|
A06895|NC108|NC006|1E6|
A06896|NC108|NC007|1E6|
A06897|NC108|NC008|1E6|
A06898|NC108|NC013|1E6|
A06899|NC108|NC015|1E6|
A06900|NC108|NC025|1E6|
A06901|NC108|NC026|1E6|
A06902|NC108|NC029|1E6|
A06903|NC108|NC031|1E6|
A06904|NC108|NC032|1E6|
A06905|NC108|NC034|1E6|
A06906|NC108|NC040|1E6|
A06907|NC108|NC041|1E6|
A06908|NC108|NC042|1E6|
A06909|NC108|NC043|1E6|
A06910|NC108|NC044|1E6|
A06911|NC108|NC045|1E6|
A06912|NC108|NC048|1E6|
A06913|NC108|NC049|1E6|
A06914|NC108|NC050|1E6|
A06915|NC108|NC051|1E6|
A06916|NC108|NC052|1E6|
A06917|NC108|NC054|1E6|
A06918|NC108|NC061|1E6|
A06919|NC108|NC063|1E6|
A06920|NC108|NC064|1E6|
A06921|NC108|NC065|1E6|
A06922|NC108|NC066|1E6|
A06923|NC108|NC068|1E6|
A06924|NC108|NC069|1E6|
A06925|NC108|NC070|1E6|
A06926|NC108|NC071|1E6|
A06927|NC108|NC074|1E6|
A06928|NC108|NC076|1E6|
A06929|NC108|NC080|1E6|
A06930|NC108|NC086|1E6|
A06931|NC108|NC089|1E6|
A06932|NC108|NC090|1E6|
A06933|NC108|NC092|1E6|
A06934|NC108|NC093|1E6|
A06935|NC108|NC095|1E6|
A06936|NC108|NC097|1E6|
A06937|NC108|NC101|1E6|
A06938|NC108|NC105|1E6|
A06939|NC108|NC106|1E6|
A06940|NC108|NC107|1E6|
A06941|NC108|NC109|1E6|
A06942|NC108|NC110|1E6|
A06943|NC108|NC111|1E6|
A06944|NC108|NC115|1E6|
A06945|NC108|NC116|1E6|
A06946|NC108|NC120|1E6|
A06947|NC108|NC121|1E6|
A06948|NC108|NC128|1E6|
A06949|NC108|NC130|1E6|
A06950|NC108|NC132|1E6|
A06951|NC108|NC133|1E6|
A06952|NC108|NC136|1E6|
A06953|NC108|NC143|1E6|
A06954|NC108|NC146|1E6|
A06955|NC108|NC150|1E6|
A06956|NC108|NC152|1E6|
A06957|NC108|NC154|1E6|
A06958|NC108|NC157|1E6|
A06959|NC108|NC158|1E6|
A06960|NC108|NC160|1E6|
A06961|NC108|NC161|1E6|
A06962|NC108|NC162|1E6|
A06963|NC108|NC166|1E6|
A06964|NC108|NC167|1E6|
A06965|NC108|NC168|1E6|
A06966|NC108|NC173|1E6|
A06967|NC108|NC174|1E6|
A06968|NC108|NC175|1E6|
A06969|NC108|NC179|1E6|
A06970|NC108|NC189|1E6|
A06971|NC108|NC190|1E6|
A06972|NC108|NC192|1E6|
A06973|NC108|NC193|1E6|
A06974|NC108|NC194|1E6|
A06975|NC108|NC195|1E6|
A06976|NC108|NC196|1E6|
A06977|NC108|NC197|1E6|
A06978|NC108|NC198|1E6|
A06979|NC108|NC199|1E6|
A06980|NC108|NC200|1E6|
A06981|NC108|NC201|1E6|
A06982|NC108|NC202|1E6|
A06983|NC108|NC203|1E6|
A06984|NC108|NC205|1E6|
A06985|NC108|NC206|1E6|
A06986|NC108|NC207|1E6|
A06987|NC108|NC213|1E6|
A06988|NC108|NC215|1E6|
A06989|NC108|NC216|1E6|
A06990|NC108|NC217|1E6|
A06991|NC108|NC219|1E6|
A06992|NC108|NC220|1E6|
A06993|NC108|NC222|1E6|
A06994|NC108|NC223|1E6|
A06995|NC108|NC224|1E6|
A06996|NC108|NC227|1E6|
A06997|NC108|NC228|1E6|
A06998|NC108|NC229|1E6|
A06999|NC108|NC230|1E6|
A07000|NC108|NC231|1E6|
A07001|NC108|NC233|1E6|
A07002|NC108|NC234|1E6|
A07003|NC108|NC236|1E6|
A07004|NC108|NC237|1E6|
A07005|NC108|NC238|1E6|
A07006|NC108|NC240|1E6|
A07007|NC108|NC241|1E6|
A07008|NC108|NC242|1E6|
A07009|NC108|NC243|1E6|
A07010|NC108|NC245|1E6|
A07011|NC109|NMAD|1E6|
A07012|NC110|NMAD|1E6|
A07013|NC111|NMAD|1E6|
A07014|NC112|NC002|1E6|
A07015|NC112|NC003|1E6|
A07016|NC112|NC004|1E6|
A07017|NC112|NC005|1E6|
A07018|NC112|NC006|1E6|
A07019|NC112|NC007|1E6|
A07020|NC112|NC008|1E6|
A07021|NC112|NC013|1E6|
A07022|NC112|NC015|1E6|
A07023|NC112|NC025|1E6|
A07024|NC112|NC026|1E6|
A07025|NC112|NC029|1E6|
A07026|NC112|NC031|1E6|
A07027|NC112|NC032|1E6|
A07028|NC112|NC034|1E6|
A07029|NC112|NC040|1E6|
A07030|NC112|NC041|1E6|
A07031|NC112|NC042|1E6|
A07032|NC112|NC043|1E6|
A07033|NC112|NC044|1E6|
A07034|NC112|NC045|1E6|
A07035|NC112|NC048|1E6|
A07036|NC112|NC049|1E6|
A07037|NC112|NC050|1E6|
A07038|NC112|NC051|1E6|
A07039|NC112|NC052|1E6|
A07040|NC112|NC054|1E6|
A07041|NC112|NC061|1E6|
A07042|NC112|NC063|1E6|
A07043|NC112|NC064|1E6|
A07044|NC112|NC065|1E6|
A07045|NC112|NC066|1E6|
A07046|NC112|NC068|1E6|
A07047|NC112|NC069|1E6|
A07048|NC112|NC070|1E6|
A07049|NC112|NC071|1E6|
A07050|NC112|NC074|1E6|
A07051|NC112|NC076|1E6|
A07052|NC112|NC080|1E6|
A07053|NC112|NC086|1E6|
A07054|NC112|NC089|1E6|
A07055|NC112|NC090|1E6|
A07056|NC112|NC092|1E6|
A07057|NC112|NC093|1E6|
A07058|NC112|NC095|1E6|
A07059|NC112|NC097|1E6|
A07060|NC112|NC101|1E6|
A07061|NC112|NC105|1E6|
A07062|NC112|NC106|1E6|
A07063|NC112|NC107|1E6|
A07064|NC112|NC109|1E6|
A07065|NC112|NC110|1E6|
A07066|NC112|NC111|1E6|
A07067|NC112|NC115|1E6|
A07068|NC112|NC116|1E6|
A07069|NC112|NC120|1E6|
A07070|NC112|NC121|1E6|
A07071|NC112|NC128|1E6|
A07072|NC112|NC130|1E6|
A07073|NC112|NC132|1E6|
A07074|NC112|NC133|1E6|
A07075|NC112|NC136|1E6|
A07076|NC112|NC143|1E6|
A07077|NC112|NC146|1E6|
A07078|NC112|NC150|1E6|
A07079|NC112|NC152|1E6|
A07080|NC112|NC154|1E6|
A07081|NC112|NC157|1E6|
A07082|NC112|NC158|1E6|
A07083|NC112|NC160|1E6|
A07084|NC112|NC161|1E6|
A07085|NC112|NC162|1E6|
A07086|NC112|NC166|1E6|
A07087|NC112|NC167|1E6|
A07088|NC112|NC168|1E6|
A07089|NC112|NC173|1E6|
A07090|NC112|NC174|1E6|
A07091|NC112|NC175|1E6|
A07092|NC112|NC179|1E6|
A07093|NC112|NC189|1E6|
A07094|NC112|NC190|1E6|
A07095|NC112|NC192|1E6|
A07096|NC112|NC193|1E6|
A07097|NC112|NC194|1E6|
A07098|NC112|NC195|1E6|
A07099|NC112|NC196|1E6|
A07100|NC112|NC197|1E6|
A07101|NC112|NC198|1E6|
A07102|NC112|NC199|1E6|
A07103|NC112|NC200|1E6|
A07104|NC112|NC201|1E6|
A07105|NC112|NC202|1E6|
A07106|NC112|NC203|1E6|
A07107|NC112|NC205|1E6|
A07108|NC112|NC206|1E6|
A07109|NC112|NC207|1E6|
A07110|NC112|NC213|1E6|
A07111|NC112|NC215|1E6|
A07112|NC112|NC216|1E6|
A07113|NC112|NC217|1E6|
A07114|NC112|NC219|1E6|
A07115|NC112|NC220|1E6|
A07116|NC112|NC222|1E6|
A07117|NC112|NC223|1E6|
A07118|NC112|NC224|1E6|
A07119|NC112|NC227|1E6|
A07120|NC112|NC228|1E6|
A07121|NC112|NC229|1E6|
A07122|NC112|NC230|1E6|
A07123|NC112|NC231|1E6|
A07124|NC112|NC233|1E6|
A07125|NC112|NC234|1E6|
A07126|NC112|NC236|1E6|
A07127|NC112|NC237|1E6|
A07128|NC112|NC238|1E6|
A07129|NC112|NC240|1E6|
A07130|NC112|NC241|1E6|
A07131|NC112|NC242|1E6|
A07132|NC112|NC243|1E6|
A07133|NC112|NC245|1E6|
A07134|NC113|NC002|1E6|
A07135|NC113|NC003|1E6|
A07136|NC113|NC004|1E6|
A07137|NC113|NC005|1E6|
A07138|NC113|NC006|1E6|
A07139|NC113|NC007|1E6|
A07140|NC113|NC008|1E6|
A07141|NC113|NC013|1E6|
A07142|NC113|NC015|1E6|
A07143|NC113|NC025|1E6|
A07144|NC113|NC026|1E6|
A07145|NC113|NC029|1E6|
A07146|NC113|NC031|1E6|
A07147|NC113|NC032|1E6|
A07148|NC113|NC034|1E6|
A07149|NC113|NC040|1E6|
A07150|NC113|NC041|1E6|
A07151|NC113|NC042|1E6|
A07152|NC113|NC043|1E6|
A07153|NC113|NC044|1E6|
A07154|NC113|NC045|1E6|
A07155|NC113|NC048|1E6|
A07156|NC113|NC049|1E6|
A07157|NC113|NC050|1E6|
A07158|NC113|NC051|1E6|
A07159|NC113|NC052|1E6|
A07160|NC113|NC054|1E6|
A07161|NC113|NC061|1E6|
A07162|NC113|NC063|1E6|
A07163|NC113|NC064|1E6|
A07164|NC113|NC065|1E6|
A07165|NC113|NC066|1E6|
A07166|NC113|NC068|1E6|
A07167|NC113|NC069|1E6|
A07168|NC113|NC070|1E6|
A07169|NC113|NC071|1E6|
A07170|NC113|NC074|1E6|
A07171|NC113|NC076|1E6|
A07172|NC113|NC080|1E6|
A07173|NC113|NC086|1E6|
A07174|NC113|NC089|1E6|
A07175|NC113|NC090|1E6|
A07176|NC113|NC092|1E6|
A07177|NC113|NC093|1E6|
A07178|NC113|NC095|1E6|
A07179|NC113|NC097|1E6|
A07180|NC113|NC101|1E6|
A07181|NC113|NC105|1E6|
A07182|NC113|NC106|1E6|
A07183|NC113|NC107|1E6|
A07184|NC113|NC109|1E6|
A07185|NC113|NC110|1E6|
A07186|NC113|NC111|1E6|
A07187|NC113|NC115|1E6|
A07188|NC113|NC116|1E6|
A07189|NC113|NC120|1E6|
A07190|NC113|NC121|1E6|
A07191|NC113|NC128|1E6|
A07192|NC113|NC130|1E6|
A07193|NC113|NC132|1E6|
A07194|NC113|NC133|1E6|
A07195|NC113|NC136|1E6|
A07196|NC113|NC143|1E6|
A07197|NC113|NC146|1E6|
A07198|NC113|NC150|1E6|
A07199|NC113|NC152|1E6|
A07200|NC113|NC154|1E6|
A07201|NC113|NC157|1E6|
