# 1.Supply reference no.| 2.Node| 3.Product| 4.Bid| 5.Capacity| 6. Period | 7. Supplier ID| 8. Contract ID
S21813|NC089|Digestate|0.0|16.384233202054794|Z141|CAFO089|
S21814|NC089|Digestate|0.0|16.384233202054794|Z142|CAFO089|
S21815|NC089|Digestate|0.0|16.384233202054794|Z143|CAFO089|
S21816|NC089|Digestate|0.0|16.384233202054794|Z144|CAFO089|
S21817|NC089|Digestate|0.0|16.384233202054794|Z145|CAFO089|
S21818|NC089|Digestate|0.0|16.384233202054794|Z146|CAFO089|
S21819|NC089|Digestate|0.0|16.384233202054794|Z147|CAFO089|
S21820|NC089|Digestate|0.0|16.384233202054794|Z148|CAFO089|
S21821|NC089|Digestate|0.0|16.384233202054794|Z149|CAFO089|
S21822|NC089|Digestate|0.0|16.384233202054794|Z150|CAFO089|
S21823|NC089|Digestate|0.0|16.384233202054794|Z151|CAFO089|
S21824|NC089|Digestate|0.0|16.384233202054794|Z152|CAFO089|
S21825|NC089|Digestate|0.0|16.384233202054794|Z153|CAFO089|
S21826|NC089|Digestate|0.0|16.384233202054794|Z154|CAFO089|
S21827|NC089|Digestate|0.0|16.384233202054794|Z155|CAFO089|
S21828|NC089|Digestate|0.0|16.384233202054794|Z156|CAFO089|
S21829|NC089|Digestate|0.0|16.384233202054794|Z157|CAFO089|
S21830|NC089|Digestate|0.0|16.384233202054794|Z158|CAFO089|
S21831|NC089|Digestate|0.0|16.384233202054794|Z159|CAFO089|
S21832|NC089|Digestate|0.0|16.384233202054794|Z160|CAFO089|
S21833|NC089|Digestate|0.0|16.384233202054794|Z161|CAFO089|
S21834|NC089|Digestate|0.0|16.384233202054794|Z162|CAFO089|
S21835|NC089|Digestate|0.0|16.384233202054794|Z163|CAFO089|
S21836|NC089|Digestate|0.0|16.384233202054794|Z164|CAFO089|
S21837|NC089|Digestate|0.0|16.384233202054794|Z165|CAFO089|
S21838|NC089|Digestate|0.0|16.384233202054794|Z166|CAFO089|
S21839|NC089|Digestate|0.0|16.384233202054794|Z167|CAFO089|
S21840|NC089|Digestate|0.0|16.384233202054794|Z168|CAFO089|
S21841|NC090|Digestate|0.0|14.390153469178083|Z001|CAFO090|
S21842|NC090|Digestate|0.0|14.390153469178083|Z002|CAFO090|
S21843|NC090|Digestate|0.0|14.390153469178083|Z003|CAFO090|
S21844|NC090|Digestate|0.0|14.390153469178083|Z004|CAFO090|
S21845|NC090|Digestate|0.0|14.390153469178083|Z005|CAFO090|
S21846|NC090|Digestate|0.0|14.390153469178083|Z006|CAFO090|
S21847|NC090|Digestate|0.0|14.390153469178083|Z007|CAFO090|
S21848|NC090|Digestate|0.0|14.390153469178083|Z008|CAFO090|
S21849|NC090|Digestate|0.0|14.390153469178083|Z009|CAFO090|
S21850|NC090|Digestate|0.0|14.390153469178083|Z010|CAFO090|
S21851|NC090|Digestate|0.0|14.390153469178083|Z011|CAFO090|
S21852|NC090|Digestate|0.0|14.390153469178083|Z012|CAFO090|
S21853|NC090|Digestate|0.0|14.390153469178083|Z013|CAFO090|
S21854|NC090|Digestate|0.0|14.390153469178083|Z014|CAFO090|
S21855|NC090|Digestate|0.0|14.390153469178083|Z015|CAFO090|
S21856|NC090|Digestate|0.0|14.390153469178083|Z016|CAFO090|
S21857|NC090|Digestate|0.0|14.390153469178083|Z017|CAFO090|
S21858|NC090|Digestate|0.0|14.390153469178083|Z018|CAFO090|
S21859|NC090|Digestate|0.0|14.390153469178083|Z019|CAFO090|
S21860|NC090|Digestate|0.0|14.390153469178083|Z020|CAFO090|
S21861|NC090|Digestate|0.0|14.390153469178083|Z021|CAFO090|
S21862|NC090|Digestate|0.0|14.390153469178083|Z022|CAFO090|
S21863|NC090|Digestate|0.0|14.390153469178083|Z023|CAFO090|
S21864|NC090|Digestate|0.0|14.390153469178083|Z024|CAFO090|
S21865|NC090|Digestate|0.0|14.390153469178083|Z025|CAFO090|
S21866|NC090|Digestate|0.0|14.390153469178083|Z026|CAFO090|
S21867|NC090|Digestate|0.0|14.390153469178083|Z027|CAFO090|
S21868|NC090|Digestate|0.0|14.390153469178083|Z028|CAFO090|
S21869|NC090|Digestate|0.0|14.390153469178083|Z029|CAFO090|
S21870|NC090|Digestate|0.0|14.390153469178083|Z030|CAFO090|
S21871|NC090|Digestate|0.0|14.390153469178083|Z031|CAFO090|
S21872|NC090|Digestate|0.0|14.390153469178083|Z032|CAFO090|
S21873|NC090|Digestate|0.0|14.390153469178083|Z033|CAFO090|
S21874|NC090|Digestate|0.0|14.390153469178083|Z034|CAFO090|
S21875|NC090|Digestate|0.0|14.390153469178083|Z035|CAFO090|
S21876|NC090|Digestate|0.0|14.390153469178083|Z036|CAFO090|
S21877|NC090|Digestate|0.0|14.390153469178083|Z037|CAFO090|
S21878|NC090|Digestate|0.0|14.390153469178083|Z038|CAFO090|
S21879|NC090|Digestate|0.0|14.390153469178083|Z039|CAFO090|
S21880|NC090|Digestate|0.0|14.390153469178083|Z040|CAFO090|
S21881|NC090|Digestate|0.0|14.390153469178083|Z041|CAFO090|
S21882|NC090|Digestate|0.0|14.390153469178083|Z042|CAFO090|
S21883|NC090|Digestate|0.0|14.390153469178083|Z043|CAFO090|
S21884|NC090|Digestate|0.0|14.390153469178083|Z044|CAFO090|
S21885|NC090|Digestate|0.0|14.390153469178083|Z045|CAFO090|
S21886|NC090|Digestate|0.0|14.390153469178083|Z046|CAFO090|
S21887|NC090|Digestate|0.0|14.390153469178083|Z047|CAFO090|
S21888|NC090|Digestate|0.0|14.390153469178083|Z048|CAFO090|
S21889|NC090|Digestate|0.0|14.390153469178083|Z049|CAFO090|
S21890|NC090|Digestate|0.0|14.390153469178083|Z050|CAFO090|
S21891|NC090|Digestate|0.0|14.390153469178083|Z051|CAFO090|
S21892|NC090|Digestate|0.0|14.390153469178083|Z052|CAFO090|
S21893|NC090|Digestate|0.0|14.390153469178083|Z053|CAFO090|
S21894|NC090|Digestate|0.0|14.390153469178083|Z054|CAFO090|
S21895|NC090|Digestate|0.0|14.390153469178083|Z055|CAFO090|
S21896|NC090|Digestate|0.0|14.390153469178083|Z056|CAFO090|
S21897|NC090|Digestate|0.0|14.390153469178083|Z057|CAFO090|
S21898|NC090|Digestate|0.0|14.390153469178083|Z058|CAFO090|
S21899|NC090|Digestate|0.0|14.390153469178083|Z059|CAFO090|
S21900|NC090|Digestate|0.0|14.390153469178083|Z060|CAFO090|
S21901|NC090|Digestate|0.0|14.390153469178083|Z061|CAFO090|
S21902|NC090|Digestate|0.0|14.390153469178083|Z062|CAFO090|
S21903|NC090|Digestate|0.0|14.390153469178083|Z063|CAFO090|
S21904|NC090|Digestate|0.0|14.390153469178083|Z064|CAFO090|
S21905|NC090|Digestate|0.0|14.390153469178083|Z065|CAFO090|
S21906|NC090|Digestate|0.0|14.390153469178083|Z066|CAFO090|
S21907|NC090|Digestate|0.0|14.390153469178083|Z067|CAFO090|
S21908|NC090|Digestate|0.0|14.390153469178083|Z068|CAFO090|
S21909|NC090|Digestate|0.0|14.390153469178083|Z069|CAFO090|
S21910|NC090|Digestate|0.0|14.390153469178083|Z070|CAFO090|
S21911|NC090|Digestate|0.0|14.390153469178083|Z071|CAFO090|
S21912|NC090|Digestate|0.0|14.390153469178083|Z072|CAFO090|
S21913|NC090|Digestate|0.0|14.390153469178083|Z073|CAFO090|
S21914|NC090|Digestate|0.0|14.390153469178083|Z074|CAFO090|
S21915|NC090|Digestate|0.0|14.390153469178083|Z075|CAFO090|
S21916|NC090|Digestate|0.0|14.390153469178083|Z076|CAFO090|
S21917|NC090|Digestate|0.0|14.390153469178083|Z077|CAFO090|
S21918|NC090|Digestate|0.0|14.390153469178083|Z078|CAFO090|
S21919|NC090|Digestate|0.0|14.390153469178083|Z079|CAFO090|
S21920|NC090|Digestate|0.0|14.390153469178083|Z080|CAFO090|
S21921|NC090|Digestate|0.0|14.390153469178083|Z081|CAFO090|
S21922|NC090|Digestate|0.0|14.390153469178083|Z082|CAFO090|
S21923|NC090|Digestate|0.0|14.390153469178083|Z083|CAFO090|
S21924|NC090|Digestate|0.0|14.390153469178083|Z084|CAFO090|
S21925|NC090|Digestate|0.0|14.390153469178083|Z085|CAFO090|
S21926|NC090|Digestate|0.0|14.390153469178083|Z086|CAFO090|
S21927|NC090|Digestate|0.0|14.390153469178083|Z087|CAFO090|
S21928|NC090|Digestate|0.0|14.390153469178083|Z088|CAFO090|
S21929|NC090|Digestate|0.0|14.390153469178083|Z089|CAFO090|
S21930|NC090|Digestate|0.0|14.390153469178083|Z090|CAFO090|
S21931|NC090|Digestate|0.0|14.390153469178083|Z091|CAFO090|
S21932|NC090|Digestate|0.0|14.390153469178083|Z092|CAFO090|
S21933|NC090|Digestate|0.0|14.390153469178083|Z093|CAFO090|
S21934|NC090|Digestate|0.0|14.390153469178083|Z094|CAFO090|
S21935|NC090|Digestate|0.0|14.390153469178083|Z095|CAFO090|
S21936|NC090|Digestate|0.0|14.390153469178083|Z096|CAFO090|
S21937|NC090|Digestate|0.0|14.390153469178083|Z097|CAFO090|
S21938|NC090|Digestate|0.0|14.390153469178083|Z098|CAFO090|
S21939|NC090|Digestate|0.0|14.390153469178083|Z099|CAFO090|
S21940|NC090|Digestate|0.0|14.390153469178083|Z100|CAFO090|
S21941|NC090|Digestate|0.0|14.390153469178083|Z101|CAFO090|
S21942|NC090|Digestate|0.0|14.390153469178083|Z102|CAFO090|
S21943|NC090|Digestate|0.0|14.390153469178083|Z103|CAFO090|
S21944|NC090|Digestate|0.0|14.390153469178083|Z104|CAFO090|
S21945|NC090|Digestate|0.0|14.390153469178083|Z105|CAFO090|
S21946|NC090|Digestate|0.0|14.390153469178083|Z106|CAFO090|
S21947|NC090|Digestate|0.0|14.390153469178083|Z107|CAFO090|
S21948|NC090|Digestate|0.0|14.390153469178083|Z108|CAFO090|
S21949|NC090|Digestate|0.0|14.390153469178083|Z109|CAFO090|
S21950|NC090|Digestate|0.0|14.390153469178083|Z110|CAFO090|
S21951|NC090|Digestate|0.0|14.390153469178083|Z111|CAFO090|
S21952|NC090|Digestate|0.0|14.390153469178083|Z112|CAFO090|
S21953|NC090|Digestate|0.0|14.390153469178083|Z113|CAFO090|
S21954|NC090|Digestate|0.0|14.390153469178083|Z114|CAFO090|
S21955|NC090|Digestate|0.0|14.390153469178083|Z115|CAFO090|
S21956|NC090|Digestate|0.0|14.390153469178083|Z116|CAFO090|
S21957|NC090|Digestate|0.0|14.390153469178083|Z117|CAFO090|
S21958|NC090|Digestate|0.0|14.390153469178083|Z118|CAFO090|
S21959|NC090|Digestate|0.0|14.390153469178083|Z119|CAFO090|
S21960|NC090|Digestate|0.0|14.390153469178083|Z120|CAFO090|
S21961|NC090|Digestate|0.0|14.390153469178083|Z121|CAFO090|
S21962|NC090|Digestate|0.0|14.390153469178083|Z122|CAFO090|
S21963|NC090|Digestate|0.0|14.390153469178083|Z123|CAFO090|
S21964|NC090|Digestate|0.0|14.390153469178083|Z124|CAFO090|
S21965|NC090|Digestate|0.0|14.390153469178083|Z125|CAFO090|
S21966|NC090|Digestate|0.0|14.390153469178083|Z126|CAFO090|
S21967|NC090|Digestate|0.0|14.390153469178083|Z127|CAFO090|
S21968|NC090|Digestate|0.0|14.390153469178083|Z128|CAFO090|
S21969|NC090|Digestate|0.0|14.390153469178083|Z129|CAFO090|
S21970|NC090|Digestate|0.0|14.390153469178083|Z130|CAFO090|
S21971|NC090|Digestate|0.0|14.390153469178083|Z131|CAFO090|
S21972|NC090|Digestate|0.0|14.390153469178083|Z132|CAFO090|
S21973|NC090|Digestate|0.0|14.390153469178083|Z133|CAFO090|
S21974|NC090|Digestate|0.0|14.390153469178083|Z134|CAFO090|
S21975|NC090|Digestate|0.0|14.390153469178083|Z135|CAFO090|
S21976|NC090|Digestate|0.0|14.390153469178083|Z136|CAFO090|
S21977|NC090|Digestate|0.0|14.390153469178083|Z137|CAFO090|
S21978|NC090|Digestate|0.0|14.390153469178083|Z138|CAFO090|
S21979|NC090|Digestate|0.0|14.390153469178083|Z139|CAFO090|
S21980|NC090|Digestate|0.0|14.390153469178083|Z140|CAFO090|
S21981|NC090|Digestate|0.0|14.390153469178083|Z141|CAFO090|
S21982|NC090|Digestate|0.0|14.390153469178083|Z142|CAFO090|
S21983|NC090|Digestate|0.0|14.390153469178083|Z143|CAFO090|
S21984|NC090|Digestate|0.0|14.390153469178083|Z144|CAFO090|
S21985|NC090|Digestate|0.0|14.390153469178083|Z145|CAFO090|
S21986|NC090|Digestate|0.0|14.390153469178083|Z146|CAFO090|
S21987|NC090|Digestate|0.0|14.390153469178083|Z147|CAFO090|
S21988|NC090|Digestate|0.0|14.390153469178083|Z148|CAFO090|
S21989|NC090|Digestate|0.0|14.390153469178083|Z149|CAFO090|
S21990|NC090|Digestate|0.0|14.390153469178083|Z150|CAFO090|
S21991|NC090|Digestate|0.0|14.390153469178083|Z151|CAFO090|
S21992|NC090|Digestate|0.0|14.390153469178083|Z152|CAFO090|
S21993|NC090|Digestate|0.0|14.390153469178083|Z153|CAFO090|
S21994|NC090|Digestate|0.0|14.390153469178083|Z154|CAFO090|
S21995|NC090|Digestate|0.0|14.390153469178083|Z155|CAFO090|
S21996|NC090|Digestate|0.0|14.390153469178083|Z156|CAFO090|
S21997|NC090|Digestate|0.0|14.390153469178083|Z157|CAFO090|
S21998|NC090|Digestate|0.0|14.390153469178083|Z158|CAFO090|
S21999|NC090|Digestate|0.0|14.390153469178083|Z159|CAFO090|
S22000|NC090|Digestate|0.0|14.390153469178083|Z160|CAFO090|
S22001|NC090|Digestate|0.0|14.390153469178083|Z161|CAFO090|
S22002|NC090|Digestate|0.0|14.390153469178083|Z162|CAFO090|
S22003|NC090|Digestate|0.0|14.390153469178083|Z163|CAFO090|
S22004|NC090|Digestate|0.0|14.390153469178083|Z164|CAFO090|
S22005|NC090|Digestate|0.0|14.390153469178083|Z165|CAFO090|
S22006|NC090|Digestate|0.0|14.390153469178083|Z166|CAFO090|
S22007|NC090|Digestate|0.0|14.390153469178083|Z167|CAFO090|
S22008|NC090|Digestate|0.0|14.390153469178083|Z168|CAFO090|
S22009|NC091|Digestate|0.0|9.779185541095892|Z001|CAFO091|
S22010|NC091|Digestate|0.0|9.779185541095892|Z002|CAFO091|
S22011|NC091|Digestate|0.0|9.779185541095892|Z003|CAFO091|
S22012|NC091|Digestate|0.0|9.779185541095892|Z004|CAFO091|
S22013|NC091|Digestate|0.0|9.779185541095892|Z005|CAFO091|
S22014|NC091|Digestate|0.0|9.779185541095892|Z006|CAFO091|
S22015|NC091|Digestate|0.0|9.779185541095892|Z007|CAFO091|
S22016|NC091|Digestate|0.0|9.779185541095892|Z008|CAFO091|
S22017|NC091|Digestate|0.0|9.779185541095892|Z009|CAFO091|
S22018|NC091|Digestate|0.0|9.779185541095892|Z010|CAFO091|
S22019|NC091|Digestate|0.0|9.779185541095892|Z011|CAFO091|
S22020|NC091|Digestate|0.0|9.779185541095892|Z012|CAFO091|
S22021|NC091|Digestate|0.0|9.779185541095892|Z013|CAFO091|
S22022|NC091|Digestate|0.0|9.779185541095892|Z014|CAFO091|
S22023|NC091|Digestate|0.0|9.779185541095892|Z015|CAFO091|
S22024|NC091|Digestate|0.0|9.779185541095892|Z016|CAFO091|
S22025|NC091|Digestate|0.0|9.779185541095892|Z017|CAFO091|
S22026|NC091|Digestate|0.0|9.779185541095892|Z018|CAFO091|
S22027|NC091|Digestate|0.0|9.779185541095892|Z019|CAFO091|
S22028|NC091|Digestate|0.0|9.779185541095892|Z020|CAFO091|
S22029|NC091|Digestate|0.0|9.779185541095892|Z021|CAFO091|
S22030|NC091|Digestate|0.0|9.779185541095892|Z022|CAFO091|
S22031|NC091|Digestate|0.0|9.779185541095892|Z023|CAFO091|
S22032|NC091|Digestate|0.0|9.779185541095892|Z024|CAFO091|
S22033|NC091|Digestate|0.0|9.779185541095892|Z025|CAFO091|
S22034|NC091|Digestate|0.0|9.779185541095892|Z026|CAFO091|
S22035|NC091|Digestate|0.0|9.779185541095892|Z027|CAFO091|
S22036|NC091|Digestate|0.0|9.779185541095892|Z028|CAFO091|
S22037|NC091|Digestate|0.0|9.779185541095892|Z029|CAFO091|
S22038|NC091|Digestate|0.0|9.779185541095892|Z030|CAFO091|
S22039|NC091|Digestate|0.0|9.779185541095892|Z031|CAFO091|
S22040|NC091|Digestate|0.0|9.779185541095892|Z032|CAFO091|
S22041|NC091|Digestate|0.0|9.779185541095892|Z033|CAFO091|
S22042|NC091|Digestate|0.0|9.779185541095892|Z034|CAFO091|
S22043|NC091|Digestate|0.0|9.779185541095892|Z035|CAFO091|
S22044|NC091|Digestate|0.0|9.779185541095892|Z036|CAFO091|
S22045|NC091|Digestate|0.0|9.779185541095892|Z037|CAFO091|
S22046|NC091|Digestate|0.0|9.779185541095892|Z038|CAFO091|
S22047|NC091|Digestate|0.0|9.779185541095892|Z039|CAFO091|
S22048|NC091|Digestate|0.0|9.779185541095892|Z040|CAFO091|
S22049|NC091|Digestate|0.0|9.779185541095892|Z041|CAFO091|
S22050|NC091|Digestate|0.0|9.779185541095892|Z042|CAFO091|
S22051|NC091|Digestate|0.0|9.779185541095892|Z043|CAFO091|
S22052|NC091|Digestate|0.0|9.779185541095892|Z044|CAFO091|
S22053|NC091|Digestate|0.0|9.779185541095892|Z045|CAFO091|
S22054|NC091|Digestate|0.0|9.779185541095892|Z046|CAFO091|
S22055|NC091|Digestate|0.0|9.779185541095892|Z047|CAFO091|
S22056|NC091|Digestate|0.0|9.779185541095892|Z048|CAFO091|
S22057|NC091|Digestate|0.0|9.779185541095892|Z049|CAFO091|
S22058|NC091|Digestate|0.0|9.779185541095892|Z050|CAFO091|
S22059|NC091|Digestate|0.0|9.779185541095892|Z051|CAFO091|
S22060|NC091|Digestate|0.0|9.779185541095892|Z052|CAFO091|
S22061|NC091|Digestate|0.0|9.779185541095892|Z053|CAFO091|
S22062|NC091|Digestate|0.0|9.779185541095892|Z054|CAFO091|
S22063|NC091|Digestate|0.0|9.779185541095892|Z055|CAFO091|
S22064|NC091|Digestate|0.0|9.779185541095892|Z056|CAFO091|
S22065|NC091|Digestate|0.0|9.779185541095892|Z057|CAFO091|
S22066|NC091|Digestate|0.0|9.779185541095892|Z058|CAFO091|
S22067|NC091|Digestate|0.0|9.779185541095892|Z059|CAFO091|
S22068|NC091|Digestate|0.0|9.779185541095892|Z060|CAFO091|
S22069|NC091|Digestate|0.0|9.779185541095892|Z061|CAFO091|
S22070|NC091|Digestate|0.0|9.779185541095892|Z062|CAFO091|
S22071|NC091|Digestate|0.0|9.779185541095892|Z063|CAFO091|
S22072|NC091|Digestate|0.0|9.779185541095892|Z064|CAFO091|
S22073|NC091|Digestate|0.0|9.779185541095892|Z065|CAFO091|
S22074|NC091|Digestate|0.0|9.779185541095892|Z066|CAFO091|
S22075|NC091|Digestate|0.0|9.779185541095892|Z067|CAFO091|
S22076|NC091|Digestate|0.0|9.779185541095892|Z068|CAFO091|
S22077|NC091|Digestate|0.0|9.779185541095892|Z069|CAFO091|
S22078|NC091|Digestate|0.0|9.779185541095892|Z070|CAFO091|
S22079|NC091|Digestate|0.0|9.779185541095892|Z071|CAFO091|
S22080|NC091|Digestate|0.0|9.779185541095892|Z072|CAFO091|
S22081|NC091|Digestate|0.0|9.779185541095892|Z073|CAFO091|
S22082|NC091|Digestate|0.0|9.779185541095892|Z074|CAFO091|
S22083|NC091|Digestate|0.0|9.779185541095892|Z075|CAFO091|
S22084|NC091|Digestate|0.0|9.779185541095892|Z076|CAFO091|
S22085|NC091|Digestate|0.0|9.779185541095892|Z077|CAFO091|
S22086|NC091|Digestate|0.0|9.779185541095892|Z078|CAFO091|
S22087|NC091|Digestate|0.0|9.779185541095892|Z079|CAFO091|
S22088|NC091|Digestate|0.0|9.779185541095892|Z080|CAFO091|
S22089|NC091|Digestate|0.0|9.779185541095892|Z081|CAFO091|
S22090|NC091|Digestate|0.0|9.779185541095892|Z082|CAFO091|
S22091|NC091|Digestate|0.0|9.779185541095892|Z083|CAFO091|
S22092|NC091|Digestate|0.0|9.779185541095892|Z084|CAFO091|
S22093|NC091|Digestate|0.0|9.779185541095892|Z085|CAFO091|
S22094|NC091|Digestate|0.0|9.779185541095892|Z086|CAFO091|
S22095|NC091|Digestate|0.0|9.779185541095892|Z087|CAFO091|
S22096|NC091|Digestate|0.0|9.779185541095892|Z088|CAFO091|
S22097|NC091|Digestate|0.0|9.779185541095892|Z089|CAFO091|
S22098|NC091|Digestate|0.0|9.779185541095892|Z090|CAFO091|
S22099|NC091|Digestate|0.0|9.779185541095892|Z091|CAFO091|
S22100|NC091|Digestate|0.0|9.779185541095892|Z092|CAFO091|
S22101|NC091|Digestate|0.0|9.779185541095892|Z093|CAFO091|
S22102|NC091|Digestate|0.0|9.779185541095892|Z094|CAFO091|
S22103|NC091|Digestate|0.0|9.779185541095892|Z095|CAFO091|
S22104|NC091|Digestate|0.0|9.779185541095892|Z096|CAFO091|
S22105|NC091|Digestate|0.0|9.779185541095892|Z097|CAFO091|
S22106|NC091|Digestate|0.0|9.779185541095892|Z098|CAFO091|
S22107|NC091|Digestate|0.0|9.779185541095892|Z099|CAFO091|
S22108|NC091|Digestate|0.0|9.779185541095892|Z100|CAFO091|
S22109|NC091|Digestate|0.0|9.779185541095892|Z101|CAFO091|
S22110|NC091|Digestate|0.0|9.779185541095892|Z102|CAFO091|
S22111|NC091|Digestate|0.0|9.779185541095892|Z103|CAFO091|
S22112|NC091|Digestate|0.0|9.779185541095892|Z104|CAFO091|
S22113|NC091|Digestate|0.0|9.779185541095892|Z105|CAFO091|
S22114|NC091|Digestate|0.0|9.779185541095892|Z106|CAFO091|
S22115|NC091|Digestate|0.0|9.779185541095892|Z107|CAFO091|
S22116|NC091|Digestate|0.0|9.779185541095892|Z108|CAFO091|
S22117|NC091|Digestate|0.0|9.779185541095892|Z109|CAFO091|
S22118|NC091|Digestate|0.0|9.779185541095892|Z110|CAFO091|
S22119|NC091|Digestate|0.0|9.779185541095892|Z111|CAFO091|
S22120|NC091|Digestate|0.0|9.779185541095892|Z112|CAFO091|
S22121|NC091|Digestate|0.0|9.779185541095892|Z113|CAFO091|
S22122|NC091|Digestate|0.0|9.779185541095892|Z114|CAFO091|
S22123|NC091|Digestate|0.0|9.779185541095892|Z115|CAFO091|
S22124|NC091|Digestate|0.0|9.779185541095892|Z116|CAFO091|
S22125|NC091|Digestate|0.0|9.779185541095892|Z117|CAFO091|
S22126|NC091|Digestate|0.0|9.779185541095892|Z118|CAFO091|
S22127|NC091|Digestate|0.0|9.779185541095892|Z119|CAFO091|
S22128|NC091|Digestate|0.0|9.779185541095892|Z120|CAFO091|
S22129|NC091|Digestate|0.0|9.779185541095892|Z121|CAFO091|
S22130|NC091|Digestate|0.0|9.779185541095892|Z122|CAFO091|
S22131|NC091|Digestate|0.0|9.779185541095892|Z123|CAFO091|
S22132|NC091|Digestate|0.0|9.779185541095892|Z124|CAFO091|
S22133|NC091|Digestate|0.0|9.779185541095892|Z125|CAFO091|
S22134|NC091|Digestate|0.0|9.779185541095892|Z126|CAFO091|
S22135|NC091|Digestate|0.0|9.779185541095892|Z127|CAFO091|
S22136|NC091|Digestate|0.0|9.779185541095892|Z128|CAFO091|
S22137|NC091|Digestate|0.0|9.779185541095892|Z129|CAFO091|
S22138|NC091|Digestate|0.0|9.779185541095892|Z130|CAFO091|
S22139|NC091|Digestate|0.0|9.779185541095892|Z131|CAFO091|
S22140|NC091|Digestate|0.0|9.779185541095892|Z132|CAFO091|
S22141|NC091|Digestate|0.0|9.779185541095892|Z133|CAFO091|
S22142|NC091|Digestate|0.0|9.779185541095892|Z134|CAFO091|
S22143|NC091|Digestate|0.0|9.779185541095892|Z135|CAFO091|
S22144|NC091|Digestate|0.0|9.779185541095892|Z136|CAFO091|
S22145|NC091|Digestate|0.0|9.779185541095892|Z137|CAFO091|
S22146|NC091|Digestate|0.0|9.779185541095892|Z138|CAFO091|
S22147|NC091|Digestate|0.0|9.779185541095892|Z139|CAFO091|
S22148|NC091|Digestate|0.0|9.779185541095892|Z140|CAFO091|
S22149|NC091|Digestate|0.0|9.779185541095892|Z141|CAFO091|
S22150|NC091|Digestate|0.0|9.779185541095892|Z142|CAFO091|
S22151|NC091|Digestate|0.0|9.779185541095892|Z143|CAFO091|
S22152|NC091|Digestate|0.0|9.779185541095892|Z144|CAFO091|
S22153|NC091|Digestate|0.0|9.779185541095892|Z145|CAFO091|
S22154|NC091|Digestate|0.0|9.779185541095892|Z146|CAFO091|
S22155|NC091|Digestate|0.0|9.779185541095892|Z147|CAFO091|
S22156|NC091|Digestate|0.0|9.779185541095892|Z148|CAFO091|
S22157|NC091|Digestate|0.0|9.779185541095892|Z149|CAFO091|
S22158|NC091|Digestate|0.0|9.779185541095892|Z150|CAFO091|
S22159|NC091|Digestate|0.0|9.779185541095892|Z151|CAFO091|
S22160|NC091|Digestate|0.0|9.779185541095892|Z152|CAFO091|
S22161|NC091|Digestate|0.0|9.779185541095892|Z153|CAFO091|
S22162|NC091|Digestate|0.0|9.779185541095892|Z154|CAFO091|
S22163|NC091|Digestate|0.0|9.779185541095892|Z155|CAFO091|
S22164|NC091|Digestate|0.0|9.779185541095892|Z156|CAFO091|
S22165|NC091|Digestate|0.0|9.779185541095892|Z157|CAFO091|
S22166|NC091|Digestate|0.0|9.779185541095892|Z158|CAFO091|
S22167|NC091|Digestate|0.0|9.779185541095892|Z159|CAFO091|
S22168|NC091|Digestate|0.0|9.779185541095892|Z160|CAFO091|
S22169|NC091|Digestate|0.0|9.779185541095892|Z161|CAFO091|
S22170|NC091|Digestate|0.0|9.779185541095892|Z162|CAFO091|
S22171|NC091|Digestate|0.0|9.779185541095892|Z163|CAFO091|
S22172|NC091|Digestate|0.0|9.779185541095892|Z164|CAFO091|
S22173|NC091|Digestate|0.0|9.779185541095892|Z165|CAFO091|
S22174|NC091|Digestate|0.0|9.779185541095892|Z166|CAFO091|
S22175|NC091|Digestate|0.0|9.779185541095892|Z167|CAFO091|
S22176|NC091|Digestate|0.0|9.779185541095892|Z168|CAFO091|
S22177|NC092|Digestate|0.0|10.970170147260275|Z001|CAFO092|
S22178|NC092|Digestate|0.0|10.970170147260275|Z002|CAFO092|
S22179|NC092|Digestate|0.0|10.970170147260275|Z003|CAFO092|
S22180|NC092|Digestate|0.0|10.970170147260275|Z004|CAFO092|
S22181|NC092|Digestate|0.0|10.970170147260275|Z005|CAFO092|
S22182|NC092|Digestate|0.0|10.970170147260275|Z006|CAFO092|
S22183|NC092|Digestate|0.0|10.970170147260275|Z007|CAFO092|
S22184|NC092|Digestate|0.0|10.970170147260275|Z008|CAFO092|
S22185|NC092|Digestate|0.0|10.970170147260275|Z009|CAFO092|
S22186|NC092|Digestate|0.0|10.970170147260275|Z010|CAFO092|
S22187|NC092|Digestate|0.0|10.970170147260275|Z011|CAFO092|
S22188|NC092|Digestate|0.0|10.970170147260275|Z012|CAFO092|
S22189|NC092|Digestate|0.0|10.970170147260275|Z013|CAFO092|
S22190|NC092|Digestate|0.0|10.970170147260275|Z014|CAFO092|
S22191|NC092|Digestate|0.0|10.970170147260275|Z015|CAFO092|
S22192|NC092|Digestate|0.0|10.970170147260275|Z016|CAFO092|
S22193|NC092|Digestate|0.0|10.970170147260275|Z017|CAFO092|
S22194|NC092|Digestate|0.0|10.970170147260275|Z018|CAFO092|
S22195|NC092|Digestate|0.0|10.970170147260275|Z019|CAFO092|
S22196|NC092|Digestate|0.0|10.970170147260275|Z020|CAFO092|
S22197|NC092|Digestate|0.0|10.970170147260275|Z021|CAFO092|
S22198|NC092|Digestate|0.0|10.970170147260275|Z022|CAFO092|
S22199|NC092|Digestate|0.0|10.970170147260275|Z023|CAFO092|
