#demand,node,prod,bid,cap(tonne/year),,
d10891,n591,p12,0.0005,4.54E+26,,
d10892,n592,p12,0.0005,4.54E+26,,
d10893,n593,p12,0.0005,4.54E+26,,
d10894,n594,p12,0.0005,4.54E+26,,
d10895,n595,p12,0.0005,4.54E+26,,
d10896,n596,p12,0.0005,4.54E+26,,
d10897,n597,p12,0.0005,4.54E+26,,
d10898,n598,p12,0.0005,4.54E+26,,
d10899,n599,p12,0.0005,4.54E+26,,
d10900,n600,p12,0.0005,4.54E+26,,
d10901,n601,p12,0.0005,4.54E+26,,
d10902,n602,p12,0.0005,4.54E+26,,
d10903,n603,p12,0.0005,4.54E+26,,
d10904,n604,p12,0.0005,4.54E+26,,
d10905,n605,p12,0.0005,4.54E+26,,
d10906,n606,p12,0.0005,4.54E+26,,
d10907,n607,p12,0.0005,4.54E+26,,
d10908,n608,p12,0.0005,4.54E+26,,
d10909,n609,p12,0.0005,4.54E+26,,
d10910,n610,p12,0.0005,4.54E+26,,
d10911,n611,p12,0.0005,4.54E+26,,
d10912,n612,p12,0.0005,4.54E+26,,
d10913,n613,p12,0.0005,4.54E+26,,
d10914,n614,p12,0.0005,4.54E+26,,
d10915,n615,p12,0.0005,4.54E+26,,
d10916,n616,p12,0.0005,4.54E+26,,
d10917,n617,p12,0.0005,4.54E+26,,
d10918,n618,p12,0.0005,4.54E+26,,
d10919,n619,p12,0.0005,4.54E+26,,
d10920,n620,p12,0.0005,4.54E+26,,
d10921,n621,p12,0.0005,4.54E+26,,
d10922,n622,p12,0.0005,4.54E+26,,
d10923,n623,p12,0.0005,4.54E+26,,
d10924,n624,p12,0.0005,4.54E+26,,
d10925,n625,p12,0.0005,4.54E+26,,
d10926,n626,p12,0.0005,4.54E+26,,
d10927,n627,p12,0.0005,4.54E+26,,
d10928,n628,p12,0.0005,4.54E+26,,
d10929,n629,p12,0.0005,4.54E+26,,
d10930,n630,p12,0.0005,4.54E+26,,
d10931,n631,p12,0.0005,4.54E+26,,
d10932,n632,p12,0.0005,4.54E+26,,
d10933,n633,p12,0.0005,4.54E+26,,
d10934,n634,p12,0.0005,4.54E+26,,
d10935,n635,p12,0.0005,4.54E+26,,
d10936,n636,p12,0.0005,4.54E+26,,
d10937,n637,p12,0.0005,4.54E+26,,
d10938,n638,p12,0.0005,4.54E+26,,
d10939,n639,p12,0.0005,4.54E+26,,
d10940,n640,p12,0.0005,4.54E+26,,
d10941,n641,p12,0.0005,4.54E+26,,
d10942,n642,p12,0.0005,4.54E+26,,
d10943,n643,p12,0.0005,4.54E+26,,
d10944,n644,p12,0.0005,4.54E+26,,
d10945,n645,p12,0.0005,4.54E+26,,
d10946,n646,p12,0.0005,4.54E+26,,
d10947,n647,p12,0.0005,4.54E+26,,
d10948,n648,p12,0.0005,4.54E+26,,
d10949,n649,p12,0.0005,4.54E+26,,
d10950,n650,p12,0.0005,4.54E+26,,
d10951,n651,p12,0.0005,4.54E+26,,
d10952,n652,p12,0.0005,4.54E+26,,
d10953,n653,p12,0.0005,4.54E+26,,
d10954,n654,p12,0.0005,4.54E+26,,
d10955,n655,p12,0.0005,4.54E+26,,
d10956,n656,p12,0.0005,4.54E+26,,
d10957,n657,p12,0.0005,4.54E+26,,
d10958,n658,p12,0.0005,4.54E+26,,
d10959,n659,p12,0.0005,4.54E+26,,
d10960,n660,p12,0.0005,4.54E+26,,
d10961,n661,p12,0.0005,4.54E+26,,
d10962,n662,p12,0.0005,4.54E+26,,
d10963,n663,p12,0.0005,4.54E+26,,
d10964,n664,p12,0.0005,4.54E+26,,
d10965,n665,p12,0.0005,4.54E+26,,
d10966,n666,p12,0.0005,4.54E+26,,
d10967,n667,p12,0.0005,4.54E+26,,
d10968,n668,p12,0.0005,4.54E+26,,
d10969,n669,p12,0.0005,4.54E+26,,
d10970,n670,p12,0.0005,4.54E+26,,
d10971,n671,p12,0.0005,4.54E+26,,
d10972,n672,p12,0.0005,4.54E+26,,
d10973,n673,p12,0.0005,4.54E+26,,
d10974,n674,p12,0.0005,4.54E+26,,
d10975,n675,p12,0.0005,4.54E+26,,
d10976,n676,p12,0.0005,4.54E+26,,
d10977,n677,p12,0.0005,4.54E+26,,
d10978,n678,p12,0.0005,4.54E+26,,
d10979,n679,p12,0.0005,4.54E+26,,
d10980,n680,p12,0.0005,4.54E+26,,
d10981,n681,p12,0.0005,4.54E+26,,
d10982,n682,p12,0.0005,4.54E+26,,
d10983,n683,p12,0.0005,4.54E+26,,
d10984,n684,p12,0.0005,4.54E+26,,
d10985,n685,p12,0.0005,4.54E+26,,
d10986,n686,p12,0.0005,4.54E+26,,
d10987,n687,p12,0.0005,4.54E+26,,
d10988,n688,p12,0.0005,4.54E+26,,
d10989,n689,p12,0.0005,4.54E+26,,
d10990,n690,p12,0.0005,4.54E+26,,
d10991,n691,p12,0.0005,4.54E+26,,
d10992,n692,p12,0.0005,4.54E+26,,
d10993,n693,p12,0.0005,4.54E+26,,
d10994,n694,p12,0.0005,4.54E+26,,
d10995,n695,p12,0.0005,4.54E+26,,
d10996,n696,p12,0.0005,4.54E+26,,
d10997,n697,p12,0.0005,4.54E+26,,
d10998,n698,p12,0.0005,4.54E+26,,
d10999,n699,p12,0.0005,4.54E+26,,
d11000,n700,p12,0.0005,4.54E+26,,
d11001,n701,p12,0.0005,4.54E+26,,
d11002,n702,p12,0.0005,4.54E+26,,
d11003,n703,p12,0.0005,4.54E+26,,
d11004,n704,p12,0.0005,4.54E+26,,
d11005,n705,p12,0.0005,4.54E+26,,
d11006,n706,p12,0.0005,4.54E+26,,
d11007,n707,p12,0.0005,4.54E+26,,
d11008,n708,p12,0.0005,4.54E+26,,
d11009,n709,p12,0.0005,4.54E+26,,
d11010,n710,p12,0.0005,4.54E+26,,
d11011,n711,p12,0.0005,4.54E+26,,
d11012,n712,p12,0.0005,4.54E+26,,
d11013,n713,p12,0.0005,4.54E+26,,
d11014,n714,p12,0.0005,4.54E+26,,
d11015,n715,p12,0.0005,4.54E+26,,
d11016,n716,p12,0.0005,4.54E+26,,
d11017,n717,p12,0.0005,4.54E+26,,
d11018,n718,p12,0.0005,4.54E+26,,
d11019,n719,p12,0.0005,4.54E+26,,
d11020,n720,p12,0.0005,4.54E+26,,
d11021,n721,p12,0.0005,4.54E+26,,
d11022,n722,p12,0.0005,4.54E+26,,
d11023,n723,p12,0.0005,4.54E+26,,
d11024,n724,p12,0.0005,4.54E+26,,
d11025,n725,p12,0.0005,4.54E+26,,
d11026,n726,p12,0.0005,4.54E+26,,
d11027,n727,p12,0.0005,4.54E+26,,
d11028,n728,p12,0.0005,4.54E+26,,
d11029,n729,p12,0.0005,4.54E+26,,
d11030,n730,p12,0.0005,4.54E+26,,
d11031,n731,p12,0.0005,4.54E+26,,
d11032,n732,p12,0.0005,4.54E+26,,
d11033,n733,p12,0.0005,4.54E+26,,
d11034,n734,p12,0.0005,4.54E+26,,
d11035,n735,p12,0.0005,4.54E+26,,
d11036,n736,p12,0.0005,4.54E+26,,
d11037,n737,p12,0.0005,4.54E+26,,
d11038,n738,p12,0.0005,4.54E+26,,
d11039,n739,p12,0.0005,4.54E+26,,
d11040,n740,p12,0.0005,4.54E+26,,
d11041,n741,p12,0.0005,4.54E+26,,
d11042,n742,p12,0.0005,4.54E+26,,
d11043,n743,p12,0.0005,4.54E+26,,
d11044,n744,p12,0.0005,4.54E+26,,
d11045,n745,p12,0.0005,4.54E+26,,
d11046,n746,p12,0.0005,4.54E+26,,
d11047,n747,p12,0.0005,4.54E+26,,
d11048,n748,p12,0.0005,4.54E+26,,
d11049,n749,p12,0.0005,4.54E+26,,
d11050,n750,p12,0.0005,4.54E+26,,
d11051,n751,p12,0.0005,4.54E+26,,
d11052,n752,p12,0.0005,4.54E+26,,
d11053,n753,p12,0.0005,4.54E+26,,
d11054,n754,p12,0.0005,4.54E+26,,
d11055,n755,p12,0.0005,4.54E+26,,
d11056,n756,p12,0.0005,4.54E+26,,
d11057,n757,p12,0.0005,4.54E+26,,
d11058,n758,p12,0.0005,4.54E+26,,
d11059,n759,p12,0.0005,4.54E+26,,
d11060,n760,p12,0.0005,4.54E+26,,
d11061,n761,p12,0.0005,4.54E+26,,
d11062,n762,p12,0.0005,4.54E+26,,
d11063,n763,p12,0.0005,4.54E+26,,
d11064,n764,p12,0.0005,4.54E+26,,
d11065,n765,p12,0.0005,4.54E+26,,
d11066,n766,p12,0.0005,4.54E+26,,
d11067,n767,p12,0.0005,4.54E+26,,
d11068,n768,p12,0.0005,4.54E+26,,
d11069,n769,p12,0.0005,4.54E+26,,
d11070,n770,p12,0.0005,4.54E+26,,
d11071,n771,p12,0.0005,4.54E+26,,
d11072,n772,p12,0.0005,4.54E+26,,
d11073,n773,p12,0.0005,4.54E+26,,
d11074,n774,p12,0.0005,4.54E+26,,
d11075,n775,p12,0.0005,4.54E+26,,
d11076,n776,p12,0.0005,4.54E+26,,
d11077,n777,p12,0.0005,4.54E+26,,
d11078,n778,p12,0.0005,4.54E+26,,
d11079,n779,p12,0.0005,4.54E+26,,
d11080,n780,p12,0.0005,4.54E+26,,
d11081,n781,p12,0.0005,4.54E+26,,
d11082,n782,p12,0.0005,4.54E+26,,
d11083,n783,p12,0.0005,4.54E+26,,
d11084,n784,p12,0.0005,4.54E+26,,
d11085,n785,p12,0.0005,4.54E+26,,
d11086,n786,p12,0.0005,4.54E+26,,
d11087,n787,p12,0.0005,4.54E+26,,
d11088,n788,p12,0.0005,4.54E+26,,
d11089,n789,p12,0.0005,4.54E+26,,
d11090,n790,p12,0.0005,4.54E+26,,
d11091,n791,p12,0.0005,4.54E+26,,
d11092,n792,p12,0.0005,4.54E+26,,
d11093,n793,p12,0.0005,4.54E+26,,
d11094,n794,p12,0.0005,4.54E+26,,
d11095,n795,p12,0.0005,4.54E+26,,
d11096,n796,p12,0.0005,4.54E+26,,
d11097,n797,p12,0.0005,4.54E+26,,
d11098,n798,p12,0.0005,4.54E+26,,
d11099,n799,p12,0.0005,4.54E+26,,
d11100,n800,p12,0.0005,4.54E+26,,
d11101,n801,p12,0.0005,4.54E+26,,
d11102,n802,p12,0.0005,4.54E+26,,
d11103,n803,p12,0.0005,4.54E+26,,
d11104,n804,p12,0.0005,4.54E+26,,
d11105,n805,p12,0.0005,4.54E+26,,
d11106,n806,p12,0.0005,4.54E+26,,
d11107,n807,p12,0.0005,4.54E+26,,
d11108,n808,p12,0.0005,4.54E+26,,
d11109,n809,p12,0.0005,4.54E+26,,
d11110,n810,p12,0.0005,4.54E+26,,
d11111,n811,p12,0.0005,4.54E+26,,
d11112,n812,p12,0.0005,4.54E+26,,
d11113,n813,p12,0.0005,4.54E+26,,
d11114,n814,p12,0.0005,4.54E+26,,
d11115,n815,p12,0.0005,4.54E+26,,
d11116,n816,p12,0.0005,4.54E+26,,
d11117,n817,p12,0.0005,4.54E+26,,
d11118,n818,p12,0.0005,4.54E+26,,
d11119,n819,p12,0.0005,4.54E+26,,
d11120,n820,p12,0.0005,4.54E+26,,
d11121,n821,p12,0.0005,4.54E+26,,
d11122,n822,p12,0.0005,4.54E+26,,
d11123,n823,p12,0.0005,4.54E+26,,
d11124,n824,p12,0.0005,4.54E+26,,
d11125,n825,p12,0.0005,4.54E+26,,
d11126,n826,p12,0.0005,4.54E+26,,
d11127,n827,p12,0.0005,4.54E+26,,
d11128,n828,p12,0.0005,4.54E+26,,
d11129,n829,p12,0.0005,4.54E+26,,
d11130,n830,p12,0.0005,4.54E+26,,
d11131,n831,p12,0.0005,4.54E+26,,
d11132,n832,p12,0.0005,4.54E+26,,
d11133,n833,p12,0.0005,4.54E+26,,
d11134,n834,p12,0.0005,4.54E+26,,
d11135,n835,p12,0.0005,4.54E+26,,
d11136,n836,p12,0.0005,4.54E+26,,
d11137,n837,p12,0.0005,4.54E+26,,
d11138,n838,p12,0.0005,4.54E+26,,
d11139,n839,p12,0.0005,4.54E+26,,
d11140,n840,p12,0.0005,4.54E+26,,
d11141,n841,p12,0.0005,4.54E+26,,
d11142,n842,p12,0.0005,4.54E+26,,
d11143,n843,p12,0.0005,4.54E+26,,
d11144,n844,p12,0.0005,4.54E+26,,
d11145,n845,p12,0.0005,4.54E+26,,
d11146,n846,p12,0.0005,4.54E+26,,
d11147,n847,p12,0.0005,4.54E+26,,
d11148,n848,p12,0.0005,4.54E+26,,
d11149,n849,p12,0.0005,4.54E+26,,
d11150,n850,p12,0.0005,4.54E+26,,
d11151,n851,p12,0.0005,4.54E+26,,
d11152,n852,p12,0.0005,4.54E+26,,
d11153,n853,p12,0.0005,4.54E+26,,
d11154,n854,p12,0.0005,4.54E+26,,
d11155,n855,p12,0.0005,4.54E+26,,
d11156,n856,p12,0.0005,4.54E+26,,
d11157,n857,p12,0.0005,4.54E+26,,
d11158,n858,p12,0.0005,4.54E+26,,
d11159,n859,p12,0.0005,4.54E+26,,
d11160,n860,p12,0.0005,4.54E+26,,
d11161,n861,p12,0.0005,4.54E+26,,
d11162,n862,p12,0.0005,4.54E+26,,
d11163,n863,p12,0.0005,4.54E+26,,
d11164,n864,p12,0.0005,4.54E+26,,
d11165,n865,p12,0.0005,4.54E+26,,
d11166,n866,p12,0.0005,4.54E+26,,
d11167,n867,p12,0.0005,4.54E+26,,
d11168,n868,p12,0.0005,4.54E+26,,
d11169,n869,p12,0.0005,4.54E+26,,
d11170,n870,p12,0.0005,4.54E+26,,
d11171,n871,p12,0.0005,4.54E+26,,
d11172,n872,p12,0.0005,4.54E+26,,
d11173,n873,p12,0.0005,4.54E+26,,
d11174,n874,p12,0.0005,4.54E+26,,
d11175,n875,p12,0.0005,4.54E+26,,
d11176,n876,p12,0.0005,4.54E+26,,
d11177,n877,p12,0.0005,4.54E+26,,
d11178,n878,p12,0.0005,4.54E+26,,
d11179,n879,p12,0.0005,4.54E+26,,
d11180,n880,p12,0.0005,4.54E+26,,
d11181,n881,p12,0.0005,4.54E+26,,
d11182,n882,p12,0.0005,4.54E+26,,
d11183,n883,p12,0.0005,4.54E+26,,
d11184,n884,p12,0.0005,4.54E+26,,
d11185,n885,p12,0.0005,4.54E+26,,
d11186,n886,p12,0.0005,4.54E+26,,
d11187,n887,p12,0.0005,4.54E+26,,
d11188,n888,p12,0.0005,4.54E+26,,
d11189,n889,p12,0.0005,4.54E+26,,
d11190,n890,p12,0.0005,4.54E+26,,
d11191,n891,p12,0.0005,4.54E+26,,
d11192,n892,p12,0.0005,4.54E+26,,
d11193,n893,p12,0.0005,4.54E+26,,
d11194,n894,p12,0.0005,4.54E+26,,
d11195,n895,p12,0.0005,4.54E+26,,
d11196,n896,p12,0.0005,4.54E+26,,
d11197,n897,p12,0.0005,4.54E+26,,
d11198,n898,p12,0.0005,4.54E+26,,
d11199,n899,p12,0.0005,4.54E+26,,
d11200,n900,p12,0.0005,4.54E+26,,
d11201,n901,p12,0.0005,4.54E+26,,
d11202,n902,p12,0.0005,4.54E+26,,
d11203,n903,p12,0.0005,4.54E+26,,
d11204,n904,p12,0.0005,4.54E+26,,
d11205,n905,p12,0.0005,4.54E+26,,
d11206,n906,p12,0.0005,4.54E+26,,
d11207,n907,p12,0.0005,4.54E+26,,
d11208,n908,p12,0.0005,4.54E+26,,
d11209,n909,p12,0.0005,4.54E+26,,
d11210,n910,p12,0.0005,4.54E+26,,
d11211,n911,p12,0.0005,4.54E+26,,
d11212,n912,p12,0.0005,4.54E+26,,
d11213,n913,p12,0.0005,4.54E+26,,
d11214,n914,p12,0.0005,4.54E+26,,
d11215,n915,p12,0.0005,4.54E+26,,
d11216,n916,p12,0.0005,4.54E+26,,
d11217,n917,p12,0.0005,4.54E+26,,
d11218,n918,p12,0.0005,4.54E+26,,
d11219,n919,p12,0.0005,4.54E+26,,
d11220,n920,p12,0.0005,4.54E+26,,
d11221,n921,p12,0.0005,4.54E+26,,
d11222,n922,p12,0.0005,4.54E+26,,
d11223,n923,p12,0.0005,4.54E+26,,
d11224,n924,p12,0.0005,4.54E+26,,
d11225,n925,p12,0.0005,4.54E+26,,
d11226,n926,p12,0.0005,4.54E+26,,
d11227,n927,p12,0.0005,4.54E+26,,
d11228,n928,p12,0.0005,4.54E+26,,
d11229,n929,p12,0.0005,4.54E+26,,
d11230,n930,p12,0.0005,4.54E+26,,
d11231,n931,p12,0.0005,4.54E+26,,
d11232,n932,p12,0.0005,4.54E+26,,
d11233,n933,p12,0.0005,4.54E+26,,
d11234,n934,p12,0.0005,4.54E+26,,
d11235,n935,p12,0.0005,4.54E+26,,
d11236,n936,p12,0.0005,4.54E+26,,
d11237,n937,p12,0.0005,4.54E+26,,
d11238,n938,p12,0.0005,4.54E+26,,
d11239,n939,p12,0.0005,4.54E+26,,
d11240,n940,p12,0.0005,4.54E+26,,
d11241,n941,p12,0.0005,4.54E+26,,
d11242,n942,p12,0.0005,4.54E+26,,
d11243,n943,p12,0.0005,4.54E+26,,
d11244,n944,p12,0.0005,4.54E+26,,
d11245,n945,p12,0.0005,4.54E+26,,
d11246,n946,p12,0.0005,4.54E+26,,
d11247,n947,p12,0.0005,4.54E+26,,
d11248,n948,p12,0.0005,4.54E+26,,
d11249,n949,p12,0.0005,4.54E+26,,
d11250,n950,p12,0.0005,4.54E+26,,
d11251,n951,p12,0.0005,4.54E+26,,
d11252,n952,p12,0.0005,4.54E+26,,
d11253,n953,p12,0.0005,4.54E+26,,
d11254,n954,p12,0.0005,4.54E+26,,
d11255,n955,p12,0.0005,4.54E+26,,
d11256,n956,p12,0.0005,4.54E+26,,
d11257,n957,p12,0.0005,4.54E+26,,
d11258,n958,p12,0.0005,4.54E+26,,
d11259,n959,p12,0.0005,4.54E+26,,
d11260,n960,p12,0.0005,4.54E+26,,
d11261,n961,p12,0.0005,4.54E+26,,
d11262,n962,p12,0.0005,4.54E+26,,
d11263,n963,p12,0.0005,4.54E+26,,
d11264,n964,p12,0.0005,4.54E+26,,
d11265,n965,p12,0.0005,4.54E+26,,
d11266,n966,p12,0.0005,4.54E+26,,
d11267,n967,p12,0.0005,4.54E+26,,
d11268,n968,p12,0.0005,4.54E+26,,
d11269,n969,p12,0.0005,4.54E+26,,
d11270,n970,p12,0.0005,4.54E+26,,
d11271,n971,p12,0.0005,4.54E+26,,
d11272,n972,p12,0.0005,4.54E+26,,
d11273,n973,p12,0.0005,4.54E+26,,
d11274,n974,p12,0.0005,4.54E+26,,
d11275,n975,p12,0.0005,4.54E+26,,
d11276,n976,p12,0.0005,4.54E+26,,
d11277,n977,p12,0.0005,4.54E+26,,
d11278,n978,p12,0.0005,4.54E+26,,
d11279,n979,p12,0.0005,4.54E+26,,
d11280,n980,p12,0.0005,4.54E+26,,
d11281,n981,p12,0.0005,4.54E+26,,
d11282,n982,p12,0.0005,4.54E+26,,
d11283,n983,p12,0.0005,4.54E+26,,
d11284,n984,p12,0.0005,4.54E+26,,
d11285,n985,p12,0.0005,4.54E+26,,
d11286,n986,p12,0.0005,4.54E+26,,
d11287,n987,p12,0.0005,4.54E+26,,
d11288,n988,p12,0.0005,4.54E+26,,
d11289,n989,p12,0.0005,4.54E+26,,
d11290,n990,p12,0.0005,4.54E+26,,
d11291,n991,p12,0.0005,4.54E+26,,
d11292,n992,p12,0.0005,4.54E+26,,
d11293,n993,p12,0.0005,4.54E+26,,
d11294,n994,p12,0.0005,4.54E+26,,
d11295,n995,p12,0.0005,4.54E+26,,
d11296,n996,p12,0.0005,4.54E+26,,
d11297,n997,p12,0.0005,4.54E+26,,
d11298,n998,p12,0.0005,4.54E+26,,
d11299,n999,p12,0.0005,4.54E+26,,
d11300,n1000,p12,0.0005,4.54E+26,,
d11301,n1001,p12,0.0005,4.54E+26,,
d11302,n1002,p12,0.0005,4.54E+26,,
d11303,n1003,p12,0.0005,4.54E+26,,
d11304,n1004,p12,0.0005,4.54E+26,,
d11305,n1005,p12,0.0005,4.54E+26,,
d11306,n1006,p12,0.0005,4.54E+26,,
d11307,n1007,p12,0.0005,4.54E+26,,
d11308,n1008,p12,0.0005,4.54E+26,,
d11309,n1009,p12,0.0005,4.54E+26,,
d11310,n1010,p12,0.0005,4.54E+26,,
d11311,n1011,p12,0.0005,4.54E+26,,
d11312,n1012,p12,0.0005,4.54E+26,,
d11313,n1013,p12,0.0005,4.54E+26,,
d11314,n1014,p12,0.0005,4.54E+26,,
d11315,n1015,p12,0.0005,4.54E+26,,
d11316,n1016,p12,0.0005,4.54E+26,,
d11317,n1017,p12,0.0005,4.54E+26,,
d11318,n1018,p12,0.0005,4.54E+26,,
d11319,n1019,p12,0.0005,4.54E+26,,
d11320,n1020,p12,0.0005,4.54E+26,,
d11321,n1021,p12,0.0005,4.54E+26,,
d11322,n1022,p12,0.0005,4.54E+26,,
d11323,n1023,p12,0.0005,4.54E+26,,
d11324,n1024,p12,0.0005,4.54E+26,,
d11325,n1025,p12,0.0005,4.54E+26,,
d11326,n1026,p12,0.0005,4.54E+26,,
d11327,n1027,p12,0.0005,4.54E+26,,
d11328,n1028,p12,0.0005,4.54E+26,,
d11329,n1029,p12,0.0005,4.54E+26,,
d11330,n1030,p12,0.0005,4.54E+26,,
d11331,n1031,p12,0.0005,4.54E+26,,
d11332,n1032,p12,0.0005,4.54E+26,,
d11333,n1033,p12,0.0005,4.54E+26,,
d11334,n1034,p12,0.0005,4.54E+26,,
d11335,n1035,p12,0.0005,4.54E+26,,
d11336,n1036,p12,0.0005,4.54E+26,,
d11337,n1037,p12,0.0005,4.54E+26,,
d11338,n1038,p12,0.0005,4.54E+26,,
d11339,n1039,p12,0.0005,4.54E+26,,
d11340,n1040,p12,0.0005,4.54E+26,,
d11341,n1041,p12,0.0005,4.54E+26,,
d11342,n1042,p12,0.0005,4.54E+26,,
d11343,n1043,p12,0.0005,4.54E+26,,
d11344,n1044,p12,0.0005,4.54E+26,,
d11345,n1045,p12,0.0005,4.54E+26,,
d11346,n1046,p12,0.0005,4.54E+26,,
d11347,n1047,p12,0.0005,4.54E+26,,
d11348,n1048,p12,0.0005,4.54E+26,,
d11349,n1049,p12,0.0005,4.54E+26,,
d11350,n1050,p12,0.0005,4.54E+26,,
d11351,n1051,p12,0.0005,4.54E+26,,
d11352,n1052,p12,0.0005,4.54E+26,,
d11353,n1053,p12,0.0005,4.54E+26,,
d11354,n1054,p12,0.0005,4.54E+26,,
d11355,n1055,p12,0.0005,4.54E+26,,
d11356,n1056,p12,0.0005,4.54E+26,,
d11357,n1057,p12,0.0005,4.54E+26,,
d11358,n1058,p12,0.0005,4.54E+26,,
d11359,n1059,p12,0.0005,4.54E+26,,
d11360,n1060,p12,0.0005,4.54E+26,,
d11361,n1061,p12,0.0005,4.54E+26,,
d11362,n1062,p12,0.0005,4.54E+26,,
d11363,n1063,p12,0.0005,4.54E+26,,
d11364,n1064,p12,0.0005,4.54E+26,,
d11365,n1065,p12,0.0005,4.54E+26,,
d11366,n1066,p12,0.0005,4.54E+26,,
d11367,n1067,p12,0.0005,4.54E+26,,
d11368,n1068,p12,0.0005,4.54E+26,,
d11369,n1069,p12,0.0005,4.54E+26,,
d11370,n1070,p12,0.0005,4.54E+26,,
d11371,n1071,p12,0.0005,4.54E+26,,
d11372,n1072,p12,0.0005,4.54E+26,,
d11373,n1073,p12,0.0005,4.54E+26,,
d11374,n1074,p12,0.0005,4.54E+26,,
d11375,n1075,p12,0.0005,4.54E+26,,
d11376,n1076,p12,0.0005,4.54E+26,,
d11377,n1077,p12,0.0005,4.54E+26,,
d11378,n1078,p12,0.0005,4.54E+26,,
d11379,n1079,p12,0.0005,4.54E+26,,
d11380,n1080,p12,0.0005,4.54E+26,,
d11381,n1081,p12,0.0005,4.54E+26,,
d11382,n1082,p12,0.0005,4.54E+26,,
d11383,n1083,p12,0.0005,4.54E+26,,
d11384,n1084,p12,0.0005,4.54E+26,,
d11385,n1085,p12,0.0005,4.54E+26,,
d11386,n1086,p12,0.0005,4.54E+26,,
d11387,n1087,p12,0.0005,4.54E+26,,
d11388,n1088,p12,0.0005,4.54E+26,,
d11389,n1089,p12,0.0005,4.54E+26,,
d11390,n1090,p12,0.0005,4.54E+26,,
d11391,n1091,p12,0.0005,4.54E+26,,
d11392,n1092,p12,0.0005,4.54E+26,,
d11393,n1093,p12,0.0005,4.54E+26,,
d11394,n1094,p12,0.0005,4.54E+26,,
d11395,n1095,p12,0.0005,4.54E+26,,
d11396,n1096,p12,0.0005,4.54E+26,,
d11397,n1097,p12,0.0005,4.54E+26,,
d11398,n1098,p12,0.0005,4.54E+26,,
d11399,n1099,p12,0.0005,4.54E+26,,
d11400,n1100,p12,0.0005,4.54E+26,,
d11401,n1101,p12,0.0005,4.54E+26,,
d11402,n1102,p12,0.0005,4.54E+26,,
d11403,n1103,p12,0.0005,4.54E+26,,
d11404,n1104,p12,0.0005,4.54E+26,,
d11405,n1105,p12,0.0005,4.54E+26,,
d11406,n1106,p12,0.0005,4.54E+26,,
d11407,n1107,p12,0.0005,4.54E+26,,
d11408,n1108,p12,0.0005,4.54E+26,,
d11409,n1109,p12,0.0005,4.54E+26,,
d11410,n1110,p12,0.0005,4.54E+26,,
d11411,n1111,p12,0.0005,4.54E+26,,
d11412,n1112,p12,0.0005,4.54E+26,,
d11413,n1113,p12,0.0005,4.54E+26,,
d11414,n1114,p12,0.0005,4.54E+26,,
d11415,n1115,p12,0.0005,4.54E+26,,
d11416,n1116,p12,0.0005,4.54E+26,,
d11417,n1117,p12,0.0005,4.54E+26,,
d11418,n1118,p12,0.0005,4.54E+26,,
d11419,n1119,p12,0.0005,4.54E+26,,
d11420,n1120,p12,0.0005,4.54E+26,,
d11421,n1121,p12,0.0005,4.54E+26,,
d11422,n1122,p12,0.0005,4.54E+26,,
d11423,n1123,p12,0.0005,4.54E+26,,
d11424,n1124,p12,0.0005,4.54E+26,,
d11425,n1125,p12,0.0005,4.54E+26,,
d11426,n1126,p12,0.0005,4.54E+26,,
d11427,n1127,p12,0.0005,4.54E+26,,
d11428,n1128,p12,0.0005,4.54E+26,,
d11429,n1129,p12,0.0005,4.54E+26,,
d11430,n1130,p12,0.0005,4.54E+26,,
d11431,n1131,p12,0.0005,4.54E+26,,
d11432,n1132,p12,0.0005,4.54E+26,,
d11433,n1133,p12,0.0005,4.54E+26,,
d11434,n1134,p12,0.0005,4.54E+26,,
d11435,n1135,p12,0.0005,4.54E+26,,
d11436,n1136,p12,0.0005,4.54E+26,,
d11437,n1137,p12,0.0005,4.54E+26,,
d11438,n1138,p12,0.0005,4.54E+26,,
d11439,n1139,p12,0.0005,4.54E+26,,
d11440,n1140,p12,0.0005,4.54E+26,,
d11441,n1141,p12,0.0005,4.54E+26,,
d11442,n1142,p12,0.0005,4.54E+26,,
d11443,n1143,p12,0.0005,4.54E+26,,
d11444,n1144,p12,0.0005,4.54E+26,,
d11445,n1145,p12,0.0005,4.54E+26,,
d11446,n1146,p12,0.0005,4.54E+26,,
d11447,n1147,p12,0.0005,4.54E+26,,
d11448,n1148,p12,0.0005,4.54E+26,,
d11449,n1149,p12,0.0005,4.54E+26,,
d11450,n1150,p12,0.0005,4.54E+26,,
d11451,n1151,p12,0.0005,4.54E+26,,
d11452,n1152,p12,0.0005,4.54E+26,,
d11453,n1153,p12,0.0005,4.54E+26,,
d11454,n1154,p12,0.0005,4.54E+26,,
d11455,n1155,p12,0.0005,4.54E+26,,
d11456,n1156,p12,0.0005,4.54E+26,,
d11457,n1157,p12,0.0005,4.54E+26,,
d11458,n1158,p12,0.0005,4.54E+26,,
d11459,n1159,p12,0.0005,4.54E+26,,
d11460,n1160,p12,0.0005,4.54E+26,,
d11461,n1161,p12,0.0005,4.54E+26,,
d11462,n1162,p12,0.0005,4.54E+26,,
d11463,n1163,p12,0.0005,4.54E+26,,
d11464,n1164,p12,0.0005,4.54E+26,,
d11465,n1165,p12,0.0005,4.54E+26,,
