#dem,node,product,cap(tonne/week),time,price($/tonne)
d8269,land0100,p8,1.00E+30,1,5.00E-06
d8270,land0101,p8,1.00E+30,1,5.00E-06
d8271,land0102,p8,1.00E+30,1,5.00E-06
d8272,land0103,p8,1.00E+30,1,5.00E-06
d8273,land0104,p8,1.00E+30,1,5.00E-06
d8274,land0105,p8,1.00E+30,1,5.00E-06
d8275,land0106,p8,1.00E+30,1,5.00E-06
d8276,land0107,p8,1.00E+30,1,5.00E-06
d8277,land0108,p8,1.00E+30,1,5.00E-06
d8278,land0109,p8,1.00E+30,1,5.00E-06
d8279,land0110,p8,1.00E+30,1,5.00E-06
d8280,land0111,p8,1.00E+30,1,5.00E-06
d8281,land0112,p8,1.00E+30,1,5.00E-06
d8282,land0113,p8,1.00E+30,1,5.00E-06
d8283,land0114,p8,1.00E+30,1,5.00E-06
d8284,land0115,p8,1.00E+30,1,5.00E-06
d8285,land0116,p8,1.00E+30,1,5.00E-06
d8286,land0117,p8,1.00E+30,1,5.00E-06
d8287,land0118,p8,1.00E+30,1,5.00E-06
d8288,land0119,p8,1.00E+30,1,5.00E-06
d8289,land0120,p8,1.00E+30,1,5.00E-06
d8290,land0121,p8,1.00E+30,1,5.00E-06
d8291,land0122,p8,1.00E+30,1,5.00E-06
d8292,land0123,p8,1.00E+30,1,5.00E-06
d8293,land0124,p8,1.00E+30,1,5.00E-06
d8294,land0125,p8,1.00E+30,1,5.00E-06
d8295,land0126,p8,1.00E+30,1,5.00E-06
d8296,land0127,p8,1.00E+30,1,5.00E-06
d8297,land0128,p8,1.00E+30,1,5.00E-06
d8298,land0129,p8,1.00E+30,1,5.00E-06
d8299,land0130,p8,1.00E+30,1,5.00E-06
d8300,land0131,p8,1.00E+30,1,5.00E-06
d8301,land0132,p8,1.00E+30,1,5.00E-06
d8302,land0133,p8,1.00E+30,1,5.00E-06
d8303,land0134,p8,1.00E+30,1,5.00E-06
d8304,land0135,p8,1.00E+30,1,5.00E-06
d8305,land0136,p8,1.00E+30,1,5.00E-06
d8306,land0137,p8,1.00E+30,1,5.00E-06
d8307,land0138,p8,1.00E+30,1,5.00E-06
d8308,land0139,p8,1.00E+30,1,5.00E-06
d8309,land0140,p8,1.00E+30,1,5.00E-06
d8310,land0141,p8,1.00E+30,1,5.00E-06
d8311,land0142,p8,1.00E+30,1,5.00E-06
d8312,land0143,p8,1.00E+30,1,5.00E-06
d8313,land0144,p8,1.00E+30,1,5.00E-06
d8314,land0145,p8,1.00E+30,1,5.00E-06
d8315,land0146,p8,1.00E+30,1,5.00E-06
d8316,land0147,p8,1.00E+30,1,5.00E-06
d8317,land0148,p8,1.00E+30,1,5.00E-06
d8318,land0149,p8,1.00E+30,1,5.00E-06
d8319,land0150,p8,1.00E+30,1,5.00E-06
d8320,land0151,p8,1.00E+30,1,5.00E-06
d8321,land0152,p8,1.00E+30,1,5.00E-06
d8322,land0153,p8,1.00E+30,1,5.00E-06
d8323,land0154,p8,1.00E+30,1,5.00E-06
d8324,land0155,p8,1.00E+30,1,5.00E-06
d8325,land0156,p8,1.00E+30,1,5.00E-06
d8326,land0157,p8,1.00E+30,1,5.00E-06
d8327,land0158,p8,1.00E+30,1,5.00E-06
d8328,land0159,p8,1.00E+30,1,5.00E-06
d8329,land0160,p8,1.00E+30,1,5.00E-06
d8330,land0161,p8,1.00E+30,1,5.00E-06
d8331,land0162,p8,1.00E+30,1,5.00E-06
d8332,land0163,p8,1.00E+30,1,5.00E-06
d8333,land0164,p8,1.00E+30,1,5.00E-06
d8334,land0165,p8,1.00E+30,1,5.00E-06
d8335,land0166,p8,1.00E+30,1,5.00E-06
d8336,land0167,p8,1.00E+30,1,5.00E-06
d8337,land0168,p8,1.00E+30,1,5.00E-06
d8338,land0169,p8,1.00E+30,1,5.00E-06
d8339,land0170,p8,1.00E+30,1,5.00E-06
d8340,land0171,p8,1.00E+30,1,5.00E-06
d8341,land0172,p8,1.00E+30,1,5.00E-06
d8342,land0173,p8,1.00E+30,1,5.00E-06
d8343,land0174,p8,1.00E+30,1,5.00E-06
d8344,land0175,p8,1.00E+30,1,5.00E-06
d8345,land0176,p8,1.00E+30,1,5.00E-06
d8346,land0177,p8,1.00E+30,1,5.00E-06
d8347,land0178,p8,1.00E+30,1,5.00E-06
d8348,land0179,p8,1.00E+30,1,5.00E-06
d8349,land0180,p8,1.00E+30,1,5.00E-06
d8350,land0181,p8,1.00E+30,1,5.00E-06
d8351,land0182,p8,1.00E+30,1,5.00E-06
d8352,land0183,p8,1.00E+30,1,5.00E-06
d8353,land0184,p8,1.00E+30,1,5.00E-06
d8354,land0185,p8,1.00E+30,1,5.00E-06
d8355,land0186,p8,1.00E+30,1,5.00E-06
d8356,land0187,p8,1.00E+30,1,5.00E-06
d8357,land0188,p8,1.00E+30,1,5.00E-06
d8358,land0189,p8,1.00E+30,1,5.00E-06
d8359,land0190,p8,1.00E+30,1,5.00E-06
d8360,land0191,p8,1.00E+30,1,5.00E-06
d8361,land0192,p8,1.00E+30,1,5.00E-06
d8362,land0193,p8,1.00E+30,1,5.00E-06
d8363,land0194,p8,1.00E+30,1,5.00E-06
d8364,land0195,p8,1.00E+30,1,5.00E-06
d8365,land0196,p8,1.00E+30,1,5.00E-06
d8366,land0197,p8,1.00E+30,1,5.00E-06
d8367,land0198,p8,1.00E+30,1,5.00E-06
d8368,land0199,p8,1.00E+30,1,5.00E-06
d8369,land0200,p8,1.00E+30,1,5.00E-06
d8370,land0201,p8,1.00E+30,1,5.00E-06
d8371,land0202,p8,1.00E+30,1,5.00E-06
d8372,land0203,p8,1.00E+30,1,5.00E-06
d8373,land0204,p8,1.00E+30,1,5.00E-06
d8374,land0205,p8,1.00E+30,1,5.00E-06
d8375,land0206,p8,1.00E+30,1,5.00E-06
d8376,land0207,p8,1.00E+30,1,5.00E-06
d8377,land0208,p8,1.00E+30,1,5.00E-06
d8378,land0209,p8,1.00E+30,1,5.00E-06
d8379,land0210,p8,1.00E+30,1,5.00E-06
d8380,land0211,p8,1.00E+30,1,5.00E-06
d8381,land0212,p8,1.00E+30,1,5.00E-06
d8382,land0213,p8,1.00E+30,1,5.00E-06
d8383,land0214,p8,1.00E+30,1,5.00E-06
d8384,land0215,p8,1.00E+30,1,5.00E-06
d8385,land0216,p8,1.00E+30,1,5.00E-06
d8386,land0217,p8,1.00E+30,1,5.00E-06
d8387,land0218,p8,1.00E+30,1,5.00E-06
d8388,land0219,p8,1.00E+30,1,5.00E-06
d8389,land0220,p8,1.00E+30,1,5.00E-06
d8390,land0221,p8,1.00E+30,1,5.00E-06
d8391,land0222,p8,1.00E+30,1,5.00E-06
d8392,land0223,p8,1.00E+30,1,5.00E-06
d8393,land0224,p8,1.00E+30,1,5.00E-06
d8394,land0225,p8,1.00E+30,1,5.00E-06
d8395,land0226,p8,1.00E+30,1,5.00E-06
d8396,land0227,p8,1.00E+30,1,5.00E-06
d8397,land0228,p8,1.00E+30,1,5.00E-06
d8398,land0229,p8,1.00E+30,1,5.00E-06
d8399,land0230,p8,1.00E+30,1,5.00E-06
d8400,land0231,p8,1.00E+30,1,5.00E-06
d8401,land0232,p8,1.00E+30,1,5.00E-06
d8402,land0233,p8,1.00E+30,1,5.00E-06
d8403,land0234,p8,1.00E+30,1,5.00E-06
d8404,land0235,p8,1.00E+30,1,5.00E-06
d8405,land0236,p8,1.00E+30,1,5.00E-06
d8406,land0237,p8,1.00E+30,1,5.00E-06
d8407,land0238,p8,1.00E+30,1,5.00E-06
d8408,land0239,p8,1.00E+30,1,5.00E-06
d8409,land0240,p8,1.00E+30,1,5.00E-06
d8410,land0241,p8,1.00E+30,1,5.00E-06
d8411,land0242,p8,1.00E+30,1,5.00E-06
d8412,land0243,p8,1.00E+30,1,5.00E-06
d8413,land0244,p8,1.00E+30,1,5.00E-06
d8414,land0245,p8,1.00E+30,1,5.00E-06
d8415,land0246,p8,1.00E+30,1,5.00E-06
d8416,land0247,p8,1.00E+30,1,5.00E-06
d8417,land0248,p8,1.00E+30,1,5.00E-06
d8418,land0249,p8,1.00E+30,1,5.00E-06
d8419,land0250,p8,1.00E+30,1,5.00E-06
d8420,land0251,p8,1.00E+30,1,5.00E-06
d8421,land0252,p8,1.00E+30,1,5.00E-06
d8422,land0253,p8,1.00E+30,1,5.00E-06
d8423,land0254,p8,1.00E+30,1,5.00E-06
d8424,land0255,p8,1.00E+30,1,5.00E-06
d8425,land0256,p8,1.00E+30,1,5.00E-06
d8426,land0257,p8,1.00E+30,1,5.00E-06
d8427,land0258,p8,1.00E+30,1,5.00E-06
d8428,land0259,p8,1.00E+30,1,5.00E-06
d8429,land0260,p8,1.00E+30,1,5.00E-06
d8430,land0261,p8,1.00E+30,1,5.00E-06
d8431,land0262,p8,1.00E+30,1,5.00E-06
d8432,land0263,p8,1.00E+30,1,5.00E-06
d8433,land0264,p8,1.00E+30,1,5.00E-06
d8434,land0265,p8,1.00E+30,1,5.00E-06
d8435,land0266,p8,1.00E+30,1,5.00E-06
d8436,land0267,p8,1.00E+30,1,5.00E-06
d8437,land0268,p8,1.00E+30,1,5.00E-06
d8438,land0269,p8,1.00E+30,1,5.00E-06
d8439,land0270,p8,1.00E+30,1,5.00E-06
d8440,land0271,p8,1.00E+30,1,5.00E-06
d8441,land0272,p8,1.00E+30,1,5.00E-06
d8442,land0273,p8,1.00E+30,1,5.00E-06
d8443,land0274,p8,1.00E+30,1,5.00E-06
d8444,land0275,p8,1.00E+30,1,5.00E-06
d8445,land0276,p8,1.00E+30,1,5.00E-06
d8446,land0277,p8,1.00E+30,1,5.00E-06
d8447,land0278,p8,1.00E+30,1,5.00E-06
d8448,land0279,p8,1.00E+30,1,5.00E-06
d8449,land0280,p8,1.00E+30,1,5.00E-06
d8450,land0281,p8,1.00E+30,1,5.00E-06
d8451,land0282,p8,1.00E+30,1,5.00E-06
d8452,land0283,p8,1.00E+30,1,5.00E-06
d8453,land0284,p8,1.00E+30,1,5.00E-06
d8454,land0285,p8,1.00E+30,1,5.00E-06
d8455,land0286,p8,1.00E+30,1,5.00E-06
d8456,land0287,p8,1.00E+30,1,5.00E-06
d8457,land0288,p8,1.00E+30,1,5.00E-06
d8458,land0289,p8,1.00E+30,1,5.00E-06
d8459,land0290,p8,1.00E+30,1,5.00E-06
d8460,land0291,p8,1.00E+30,1,5.00E-06
d8461,land0292,p8,1.00E+30,1,5.00E-06
d8462,land0293,p8,1.00E+30,1,5.00E-06
d8463,land0294,p8,1.00E+30,1,5.00E-06
d8464,land0295,p8,1.00E+30,1,5.00E-06
d8465,land0296,p8,1.00E+30,1,5.00E-06
d8466,land0297,p8,1.00E+30,1,5.00E-06
d8467,land0298,p8,1.00E+30,1,5.00E-06
d8468,land0299,p8,1.00E+30,1,5.00E-06
d8469,land0300,p8,1.00E+30,1,5.00E-06
d8470,land0301,p8,1.00E+30,1,5.00E-06
d8471,land0302,p8,1.00E+30,1,5.00E-06
d8472,land0303,p8,1.00E+30,1,5.00E-06
d8473,land0304,p8,1.00E+30,1,5.00E-06
d8474,land0305,p8,1.00E+30,1,5.00E-06
d8475,land0306,p8,1.00E+30,1,5.00E-06
d8476,land0307,p8,1.00E+30,1,5.00E-06
d8477,land0308,p8,1.00E+30,1,5.00E-06
d8478,land0309,p8,1.00E+30,1,5.00E-06
d8479,land0310,p8,1.00E+30,1,5.00E-06
d8480,land0311,p8,1.00E+30,1,5.00E-06
d8481,land0312,p8,1.00E+30,1,5.00E-06
d8482,land0313,p8,1.00E+30,1,5.00E-06
d8483,land0314,p8,1.00E+30,1,5.00E-06
d8484,land0315,p8,1.00E+30,1,5.00E-06
d8485,land0316,p8,1.00E+30,1,5.00E-06
d8486,land0317,p8,1.00E+30,1,5.00E-06
d8487,land0318,p8,1.00E+30,1,5.00E-06
d8488,land0319,p8,1.00E+30,1,5.00E-06
d8489,land0320,p8,1.00E+30,1,5.00E-06
d8490,land0321,p8,1.00E+30,1,5.00E-06
d8491,land0322,p8,1.00E+30,1,5.00E-06
d8492,land0323,p8,1.00E+30,1,5.00E-06
d8493,land0324,p8,1.00E+30,1,5.00E-06
d8494,land0325,p8,1.00E+30,1,5.00E-06
d8495,land0326,p8,1.00E+30,1,5.00E-06
d8496,land0327,p8,1.00E+30,1,5.00E-06
d8497,land0328,p8,1.00E+30,1,5.00E-06
d8498,land0329,p8,1.00E+30,1,5.00E-06
d8499,land0330,p8,1.00E+30,1,5.00E-06
d8500,land0331,p8,1.00E+30,1,5.00E-06
d8501,land0332,p8,1.00E+30,1,5.00E-06
d8502,land0333,p8,1.00E+30,1,5.00E-06
d8503,land0334,p8,1.00E+30,1,5.00E-06
d8504,land0335,p8,1.00E+30,1,5.00E-06
d8505,land0336,p8,1.00E+30,1,5.00E-06
d8506,land0337,p8,1.00E+30,1,5.00E-06
d8507,land0338,p8,1.00E+30,1,5.00E-06
d8508,land0339,p8,1.00E+30,1,5.00E-06
d8509,land0340,p8,1.00E+30,1,5.00E-06
d8510,land0341,p8,1.00E+30,1,5.00E-06
d8511,land0342,p8,1.00E+30,1,5.00E-06
d8512,land0343,p8,1.00E+30,1,5.00E-06
d8513,land0344,p8,1.00E+30,1,5.00E-06
d8514,land0345,p8,1.00E+30,1,5.00E-06
d8515,land0346,p8,1.00E+30,1,5.00E-06
d8516,land0347,p8,1.00E+30,1,5.00E-06
d8517,land0348,p8,1.00E+30,1,5.00E-06
d8518,land0349,p8,1.00E+30,1,5.00E-06
d8519,land0350,p8,1.00E+30,1,5.00E-06
d8520,land0351,p8,1.00E+30,1,5.00E-06
d8521,land0352,p8,1.00E+30,1,5.00E-06
d8522,land0353,p8,1.00E+30,1,5.00E-06
d8523,land0354,p8,1.00E+30,1,5.00E-06
d8524,land0355,p8,1.00E+30,1,5.00E-06
d8525,land0356,p8,1.00E+30,1,5.00E-06
d8526,land0357,p8,1.00E+30,1,5.00E-06
d8527,land0358,p8,1.00E+30,1,5.00E-06
d8528,land0359,p8,1.00E+30,1,5.00E-06
d8529,land0360,p8,1.00E+30,1,5.00E-06
d8530,land0361,p8,1.00E+30,1,5.00E-06
d8531,land0362,p8,1.00E+30,1,5.00E-06
d8532,land0363,p8,1.00E+30,1,5.00E-06
d8533,land0364,p8,1.00E+30,1,5.00E-06
d8534,land0365,p8,1.00E+30,1,5.00E-06
d8535,land0366,p8,1.00E+30,1,5.00E-06
d8536,land0367,p8,1.00E+30,1,5.00E-06
d8537,land0368,p8,1.00E+30,1,5.00E-06
d8538,land0369,p8,1.00E+30,1,5.00E-06
d8539,land0370,p8,1.00E+30,1,5.00E-06
d8540,land0371,p8,1.00E+30,1,5.00E-06
d8541,land0372,p8,1.00E+30,1,5.00E-06
d8542,land0373,p8,1.00E+30,1,5.00E-06
d8543,land0374,p8,1.00E+30,1,5.00E-06
d8544,land0375,p8,1.00E+30,1,5.00E-06
d8545,land0376,p8,1.00E+30,1,5.00E-06
d8546,land0377,p8,1.00E+30,1,5.00E-06
d8547,land0378,p8,1.00E+30,1,5.00E-06
d8548,land0379,p8,1.00E+30,1,5.00E-06
d8549,land0380,p8,1.00E+30,1,5.00E-06
d8550,land0381,p8,1.00E+30,1,5.00E-06
d8551,land0382,p8,1.00E+30,1,5.00E-06
d8552,land0383,p8,1.00E+30,1,5.00E-06
d8553,land0384,p8,1.00E+30,1,5.00E-06
d8554,land0385,p8,1.00E+30,1,5.00E-06
d8555,land0386,p8,1.00E+30,1,5.00E-06
d8556,land0387,p8,1.00E+30,1,5.00E-06
d8557,land0388,p8,1.00E+30,1,5.00E-06
d8558,land0389,p8,1.00E+30,1,5.00E-06
d8559,land0390,p8,1.00E+30,1,5.00E-06
d8560,land0391,p8,1.00E+30,1,5.00E-06
d8561,land0392,p8,1.00E+30,1,5.00E-06
d8562,land0393,p8,1.00E+30,1,5.00E-06
d8563,land0394,p8,1.00E+30,1,5.00E-06
d8564,land0395,p8,1.00E+30,1,5.00E-06
d8565,land0396,p8,1.00E+30,1,5.00E-06
d8566,land0397,p8,1.00E+30,1,5.00E-06
d8567,land0398,p8,1.00E+30,1,5.00E-06
d8568,land0399,p8,1.00E+30,1,5.00E-06
d8569,land0400,p8,1.00E+30,1,5.00E-06
d8570,land0401,p8,1.00E+30,1,5.00E-06
d8571,land0402,p8,1.00E+30,1,5.00E-06
d8572,land0403,p8,1.00E+30,1,5.00E-06
d8573,land0404,p8,1.00E+30,1,5.00E-06
d8574,land0405,p8,1.00E+30,1,5.00E-06
d8575,land0406,p8,1.00E+30,1,5.00E-06
d8576,land0407,p8,1.00E+30,1,5.00E-06
d8577,land0408,p8,1.00E+30,1,5.00E-06
d8578,land0409,p8,1.00E+30,1,5.00E-06
d8579,land0410,p8,1.00E+30,1,5.00E-06
d8580,land0411,p8,1.00E+30,1,5.00E-06
d8581,land0412,p8,1.00E+30,1,5.00E-06
d8582,land0413,p8,1.00E+30,1,5.00E-06
d8583,land0414,p8,1.00E+30,1,5.00E-06
d8584,land0415,p8,1.00E+30,1,5.00E-06
d8585,land0416,p8,1.00E+30,1,5.00E-06
d8586,land0417,p8,1.00E+30,1,5.00E-06
d8587,land0418,p8,1.00E+30,1,5.00E-06
d8588,land0419,p8,1.00E+30,1,5.00E-06
d8589,land0420,p8,1.00E+30,1,5.00E-06
d8590,land0421,p8,1.00E+30,1,5.00E-06
d8591,land0422,p8,1.00E+30,1,5.00E-06
d8592,land0423,p8,1.00E+30,1,5.00E-06
d8593,land0424,p8,1.00E+30,1,5.00E-06
d8594,land0425,p8,1.00E+30,1,5.00E-06
d8595,land0426,p8,1.00E+30,1,5.00E-06
d8596,land0427,p8,1.00E+30,1,5.00E-06
d8597,land0428,p8,1.00E+30,1,5.00E-06
d8598,land0429,p8,1.00E+30,1,5.00E-06
d8599,land0430,p8,1.00E+30,1,5.00E-06
d8600,land0431,p8,1.00E+30,1,5.00E-06
d8601,land0432,p8,1.00E+30,1,5.00E-06
d8602,land0433,p8,1.00E+30,1,5.00E-06
d8603,land0434,p8,1.00E+30,1,5.00E-06
d8604,land0435,p8,1.00E+30,1,5.00E-06
d8605,land0436,p8,1.00E+30,1,5.00E-06
d8606,land0437,p8,1.00E+30,1,5.00E-06
d8607,land0438,p8,1.00E+30,1,5.00E-06
d8608,land0439,p8,1.00E+30,1,5.00E-06
d8609,land0440,p8,1.00E+30,1,5.00E-06
d8610,land0441,p8,1.00E+30,1,5.00E-06
d8611,land0442,p8,1.00E+30,1,5.00E-06
d8612,land0443,p8,1.00E+30,1,5.00E-06
d8613,land0444,p8,1.00E+30,1,5.00E-06
d8614,land0445,p8,1.00E+30,1,5.00E-06
d8615,land0446,p8,1.00E+30,1,5.00E-06
d8616,land0447,p8,1.00E+30,1,5.00E-06
d8617,land0448,p8,1.00E+30,1,5.00E-06
d8618,land0449,p8,1.00E+30,1,5.00E-06
d8619,land0450,p8,1.00E+30,1,5.00E-06
d8620,land0451,p8,1.00E+30,1,5.00E-06
d8621,land0452,p8,1.00E+30,1,5.00E-06
d8622,land0453,p8,1.00E+30,1,5.00E-06
d8623,land0454,p8,1.00E+30,1,5.00E-06
d8624,land0455,p8,1.00E+30,1,5.00E-06
d8625,land0456,p8,1.00E+30,1,5.00E-06
d8626,land0457,p8,1.00E+30,1,5.00E-06
d8627,land0458,p8,1.00E+30,1,5.00E-06
d8628,land0459,p8,1.00E+30,1,5.00E-06
d8629,land0460,p8,1.00E+30,1,5.00E-06
d8630,land0461,p8,1.00E+30,1,5.00E-06
d8631,land0462,p8,1.00E+30,1,5.00E-06
d8632,land0463,p8,1.00E+30,1,5.00E-06
d8633,land0464,p8,1.00E+30,1,5.00E-06
d8634,land0465,p8,1.00E+30,1,5.00E-06
d8635,land0466,p8,1.00E+30,1,5.00E-06
d8636,land0467,p8,1.00E+30,1,5.00E-06
d8637,land0468,p8,1.00E+30,1,5.00E-06
d8638,land0469,p8,1.00E+30,1,5.00E-06
d8639,land0470,p8,1.00E+30,1,5.00E-06
d8640,land0471,p8,1.00E+30,1,5.00E-06
d8641,land0472,p8,1.00E+30,1,5.00E-06
d8642,land0473,p8,1.00E+30,1,5.00E-06
d8643,land0474,p8,1.00E+30,1,5.00E-06
d8644,land0475,p8,1.00E+30,1,5.00E-06
d8645,land0476,p8,1.00E+30,1,5.00E-06
d8646,land0477,p8,1.00E+30,1,5.00E-06
d8647,land0478,p8,1.00E+30,1,5.00E-06
d8648,land0479,p8,1.00E+30,1,5.00E-06
d8649,land0480,p8,1.00E+30,1,5.00E-06
d8650,land0481,p8,1.00E+30,1,5.00E-06
d8651,land0482,p8,1.00E+30,1,5.00E-06
d8652,land0483,p8,1.00E+30,1,5.00E-06
d8653,land0484,p8,1.00E+30,1,5.00E-06
d8654,land0485,p8,1.00E+30,1,5.00E-06
d8655,land0486,p8,1.00E+30,1,5.00E-06
d8656,land0487,p8,1.00E+30,1,5.00E-06
d8657,land0488,p8,1.00E+30,1,5.00E-06
d8658,land0489,p8,1.00E+30,1,5.00E-06
d8659,land0490,p8,1.00E+30,1,5.00E-06
d8660,land0491,p8,1.00E+30,1,5.00E-06
d8661,land0492,p8,1.00E+30,1,5.00E-06
d8662,land0493,p8,1.00E+30,1,5.00E-06
d8663,land0494,p8,1.00E+30,1,5.00E-06
d8664,land0495,p8,1.00E+30,1,5.00E-06
d8665,land0496,p8,1.00E+30,1,5.00E-06
d8666,land0497,p8,1.00E+30,1,5.00E-06
d8667,land0498,p8,1.00E+30,1,5.00E-06
d8668,land0499,p8,1.00E+30,1,5.00E-06
d8669,land0500,p8,1.00E+30,1,5.00E-06
d8670,land0501,p8,1.00E+30,1,5.00E-06
d8671,land0502,p8,1.00E+30,1,5.00E-06
d8672,land0503,p8,1.00E+30,1,5.00E-06
d8673,land0504,p8,1.00E+30,1,5.00E-06
d8674,land0505,p8,1.00E+30,1,5.00E-06
d8675,land0506,p8,1.00E+30,1,5.00E-06
d8676,land0507,p8,1.00E+30,1,5.00E-06
d8677,land0508,p8,1.00E+30,1,5.00E-06
d8678,land0509,p8,1.00E+30,1,5.00E-06
d8679,land0510,p8,1.00E+30,1,5.00E-06
d8680,land0511,p8,1.00E+30,1,5.00E-06
d8681,land0512,p8,1.00E+30,1,5.00E-06
d8682,land0513,p8,1.00E+30,1,5.00E-06
d8683,land0514,p8,1.00E+30,1,5.00E-06
d8684,land0515,p8,1.00E+30,1,5.00E-06
d8685,land0516,p8,1.00E+30,1,5.00E-06
d8686,land0517,p8,1.00E+30,1,5.00E-06
d8687,land0518,p8,1.00E+30,1,5.00E-06
d8688,land0519,p8,1.00E+30,1,5.00E-06
d8689,land0520,p8,1.00E+30,1,5.00E-06
d8690,land0521,p8,1.00E+30,1,5.00E-06
d8691,land0522,p8,1.00E+30,1,5.00E-06
d8692,land0523,p8,1.00E+30,1,5.00E-06
d8693,land0524,p8,1.00E+30,1,5.00E-06
d8694,land0525,p8,1.00E+30,1,5.00E-06
d8695,land0526,p8,1.00E+30,1,5.00E-06
d8696,land0527,p8,1.00E+30,1,5.00E-06
d8697,land0528,p8,1.00E+30,1,5.00E-06
d8698,land0529,p8,1.00E+30,1,5.00E-06
d8699,land0530,p8,1.00E+30,1,5.00E-06
d8700,land0531,p8,1.00E+30,1,5.00E-06
d8701,land0532,p8,1.00E+30,1,5.00E-06
d8702,land0533,p8,1.00E+30,1,5.00E-06
d8703,land0534,p8,1.00E+30,1,5.00E-06
d8704,land0535,p8,1.00E+30,1,5.00E-06
d8705,land0536,p8,1.00E+30,1,5.00E-06
d8706,land0537,p8,1.00E+30,1,5.00E-06
d8707,land0538,p8,1.00E+30,1,5.00E-06
d8708,land0539,p8,1.00E+30,1,5.00E-06
d8709,land0540,p8,1.00E+30,1,5.00E-06
d8710,land0541,p8,1.00E+30,1,5.00E-06
d8711,land0542,p8,1.00E+30,1,5.00E-06
d8712,land0543,p8,1.00E+30,1,5.00E-06
d8713,land0544,p8,1.00E+30,1,5.00E-06
d8714,land0545,p8,1.00E+30,1,5.00E-06
d8715,land0546,p8,1.00E+30,1,5.00E-06
d8716,land0547,p8,1.00E+30,1,5.00E-06
d8717,land0548,p8,1.00E+30,1,5.00E-06
d8718,land0549,p8,1.00E+30,1,5.00E-06
d8719,land0550,p8,1.00E+30,1,5.00E-06
d8720,land0551,p8,1.00E+30,1,5.00E-06
d8721,land0552,p8,1.00E+30,1,5.00E-06
d8722,land0553,p8,1.00E+30,1,5.00E-06
d8723,land0554,p8,1.00E+30,1,5.00E-06
d8724,land0555,p8,1.00E+30,1,5.00E-06
d8725,land0556,p8,1.00E+30,1,5.00E-06
d8726,land0557,p8,1.00E+30,1,5.00E-06
d8727,land0558,p8,1.00E+30,1,5.00E-06
d8728,land0559,p8,1.00E+30,1,5.00E-06
d8729,land0560,p8,1.00E+30,1,5.00E-06
d8730,land0561,p8,1.00E+30,1,5.00E-06
d8731,land0562,p8,1.00E+30,1,5.00E-06
d8732,land0563,p8,1.00E+30,1,5.00E-06
d8733,land0564,p8,1.00E+30,1,5.00E-06
d8734,land0565,p8,1.00E+30,1,5.00E-06
d8735,land0566,p8,1.00E+30,1,5.00E-06
d8736,land0567,p8,1.00E+30,1,5.00E-06
d8737,land0568,p8,1.00E+30,1,5.00E-06
d8738,land0569,p8,1.00E+30,1,5.00E-06
d8739,land0570,p8,1.00E+30,1,5.00E-06
d8740,land0571,p8,1.00E+30,1,5.00E-06
d8741,land0572,p8,1.00E+30,1,5.00E-06
d8742,land0573,p8,1.00E+30,1,5.00E-06
d8743,land0574,p8,1.00E+30,1,5.00E-06
d8744,land0575,p8,1.00E+30,1,5.00E-06
d8745,land0576,p8,1.00E+30,1,5.00E-06
d8746,land0577,p8,1.00E+30,1,5.00E-06
d8747,land0578,p8,1.00E+30,1,5.00E-06
d8748,land0579,p8,1.00E+30,1,5.00E-06
d8749,land0580,p8,1.00E+30,1,5.00E-06
d8750,land0581,p8,1.00E+30,1,5.00E-06
d8751,land0582,p8,1.00E+30,1,5.00E-06
d8752,land0583,p8,1.00E+30,1,5.00E-06
d8753,land0584,p8,1.00E+30,1,5.00E-06
d8754,land0585,p8,1.00E+30,1,5.00E-06
d8755,land0586,p8,1.00E+30,1,5.00E-06
d8756,land0587,p8,1.00E+30,1,5.00E-06
d8757,land0588,p8,1.00E+30,1,5.00E-06
d8758,land0589,p8,1.00E+30,1,5.00E-06
d8759,land0590,p8,1.00E+30,1,5.00E-06
d8760,land0591,p8,1.00E+30,1,5.00E-06
d8761,land0592,p8,1.00E+30,1,5.00E-06
d8762,land0593,p8,1.00E+30,1,5.00E-06
d8763,land0594,p8,1.00E+30,1,5.00E-06
d8764,land0595,p8,1.00E+30,1,5.00E-06
d8765,land0596,p8,1.00E+30,1,5.00E-06
d8766,land0597,p8,1.00E+30,1,5.00E-06
d8767,land0598,p8,1.00E+30,1,5.00E-06
d8768,land0599,p8,1.00E+30,1,5.00E-06
d8769,land0600,p8,1.00E+30,1,5.00E-06
d8770,land0601,p8,1.00E+30,1,5.00E-06
d8771,land0602,p8,1.00E+30,1,5.00E-06
d8772,land0603,p8,1.00E+30,1,5.00E-06
d8773,land0604,p8,1.00E+30,1,5.00E-06
d8774,land0605,p8,1.00E+30,1,5.00E-06
d8775,land0606,p8,1.00E+30,1,5.00E-06
d8776,land0607,p8,1.00E+30,1,5.00E-06
d8777,land0608,p8,1.00E+30,1,5.00E-06
d8778,land0609,p8,1.00E+30,1,5.00E-06
d8779,land0610,p8,1.00E+30,1,5.00E-06
d8780,land0611,p8,1.00E+30,1,5.00E-06
d8781,land0612,p8,1.00E+30,1,5.00E-06
d8782,land0613,p8,1.00E+30,1,5.00E-06
d8783,land0614,p8,1.00E+30,1,5.00E-06
d8784,land0615,p8,1.00E+30,1,5.00E-06
d8785,land0616,p8,1.00E+30,1,5.00E-06
